PadNumber,PinName,PinType,Alternate,Remap
20,PA6,gpio,TIMER15_CH0/TIMER2_CH0/TIMER7_BRKIN0/SPI0_MISO/USART2_RX/TIMER0_BRKIN0/CMP0_OUT/QSPI_IO3/HRTIMER_ST3CH0/CK_HPDFAUDIO/EXMC_A19/EVENTOUT/ADC1_IN2/DAC1_OUT0,
21,PA7,gpio,,
22,PC4,gpio,TIMER16_CH0/TIMER2_CH1/CLA1OUT/TIMER7_MCH0/SPI0_MOSI/TIMER0_MCH0/CMP1_OUT/QSPI_IO2/HRTIMER_ST3CH1/TRIGSEL_IN5/UART4_TX/EXMC_A20/EVENTOUT/ADC1_IN3/CMP1_IP/DAC1_OUT1/TIMER0_ETI/I2C1_SCL/USART0_TX/HPDF_CKIN2/QSPI_IO3/HRTIMER_FLT7/EXMC_NE0/ADC1_IN4,
23,PC5,gpio,TIMER14_BRKIN0/TIMER0_MCH3/USART0_RX/HPDF_DATAIN2/HRTIMER_EXEV9/EXMC_NE1/EVENTOUT/ADC1_IN10/WKUP4,
24,PB0,gpio,TIMER2_CH2/CLA1OUT/TIMER7_MCH1/HPDF_CKOUT/TIMER0_MCH1/HRTIMER_ST4CH0/QSPI_IO1/TRIGSEL_OUT3/HRTIMER_FLT4/EXMC_A1/EVENTOUT/ADC2_IN11/ADC0_IN12/CMP3_IP/CLAIN8,
25,PB1,gpio,TIMER2_CH3/TIMER7_MCH2/HPDF_DATAIN1/TIMER0_MCH2/TIMER19_MCH0/CMP3_OUT/HRTIMER_ST4CH1/QSPI_IO0/TRIGSEL_OUT4/HRTIMER_SCOUT/EXMC_A2/EVENTOUT/ADC2_IN0/ADC0_IN11/CMP0_IP/CLAIN9,
26,PB2,gpio,RTC_OUT1/LPTIMER_OUT/TIMER4_CH0/TIMER19_CH0/I2C2_SMBA/HPDF_CKIN1/HRTIMER_ST5CH0/QSPI_IO1/HRTIMER_SCIN/EXMC_A3/EVENTOUT/ADC1_IN11/CMP3_IM/CLAIN10,
27,VSSA,ground,,
28,VREFP,power,,
29,VDDA,power,,
30,PE7,gpio,TIMER0_ETI/HPDF_DATAIN2/EXMC_D4/EVENTOUT/ADC2_IN3/CMP3_IP,
31,PE8,gpio,TIMER4_CH2/TIMER0_MCH0/HPDF_CKIN2/EXMC_D5/EVENTOUT,
32,PE9,gpio,ADC23_IN5/CMP3_IM/TIMER4_CH3/TIMER0_CH0/HPDF_CKOUT/SPI0_IO2/EXMC_D6/EVENTOUT/ADC2_IN1/CMP7_IP,
33,PE10,gpio,TIMER0_MCH1/HPDF_DATAIN4/SPI0_IO3/QSPI_SCK/EXMC_D7/EVENTOUT/ADC2_IN12/ADC3_IN13,
34,PE11,gpio,TIMER0_CH1/HPDF_CKIN4/QSPI_CSN/EXMC_D8/EVENTOUT/ADC2_IN13/ADC3_IN14,
35,PE12,gpio,TIMER0_MCH2/HPDF_DATAIN5/QSPI_IO0/EXMC_D9/EVENTOUT/ADC2_IN14/ADC3_IN15,
36,PE13,gpio,TIMER0_CH2/HPDF_CKIN5/QSPI_IO1/EXMC_D10/EVENTOUT/ADC2_IN2,
37,PE14,gpio,TIMER0_CH3/TIMER0_BRKIN2/QSPI_IO2/EXMC_D11/EVENTOUT/ADC3_IN0,
38,PE15,gpio,TIMER0_BRKIN0/TIMER0_MCH3/USART2_RX/QSPI_IO3/EXMC_D12/EVENTOUT/ADC3_IN1,
39,PB10,gpio,TIMER1_CH2/HPDF_DATAIN0/HPDF_DATAIN7/USART2_TX/QSPI_SCK/TIMER0_BRKIN0/HRTIMER_FLT2/TRIGSEL_OUT2/EXMC_A7/EVENTOUT/CMP4_IM,
40,VSS,ground,,
41,VDD,power,,
42,PB11,gpio,TIMER1_CH3/HPDF_DATAIN3/HPDF_CKIN7/USART2_RX/QSPI_CSN/HRTIMER_FLT3/EXMC_A8/EVENTOUT/ADC01_IN13/CMP5_IP,
43,PB12,gpio,TIMER4_ETI/I2C1_SMBA/SPI1_NSS/TIMER0_BRKIN0/USART2_CK/CAN1_RX,
44,PB13,gpio,ADC3_IN2/ADC0_IN10/CMP6_IM/SPI1_SCK/TIMER0_MCH0/USART2_CTS/CAN1_TX/HPDF_CKIN1/HRTIMER_ST2CH1/EXMC_A10/EVENTOUT/ADC2_IN4/CMP4_IP,
45,PB14,gpio,TIMER14_CH0/SPI1_MISO/TIMER0_MCH1/USART2_RTS/USART2_DE/CMP3_OUT/HPDF_DATAIN2/HRTIMER_ST3CH0/TRIGSEL_OUT1/EXMC_A11/EVENTOUT/ADC3_IN3/ADC0_IN4/CMP6_IP,
46,PB15,gpio,RTC_REFIN/TIMER14_CH1/TIMER14_MCH0/CMP2_OUT/TIMER0_MCH2/SPI1_MOSI/HPDF_CKIN2/HRTIMER_ST3CH1/TRIGSEL_OUT5/EXMC_A12/EVENTOUT/ADC3_IN4/ADC1_IN14/CMP5_IM,
47,PD8,gpio,HPDF_CKIN3/USART2_TX/EXMC_D13/EVENTOUT/ADC3_IN11/CMP7_IM,
48,PD9,gpio,HPDF_DATAIN3/USART2_RX/EXMC_D14/EVENTOUT/ADC3_IN12/CMP7_IM,
49,PD10,gpio,HPDF_CKOUT/USART2_CK/EXMC_D15/EVENTOUT/ADC23_IN6/CMP5_IM,
50,VSS,ground,,
51,VDD,power,,
52,PC6,gpio,HPDF_CKIN3/TIMER0_BRKIN1/CMP5_OUT/TIMER2_CH0/HRTIMER_EXEV9/TIMER7_CH0/I2C3_SCL/HRTIMER_ST5CH0/EXMC_NE2/EVENTOUT,
53,PC7,gpio,HPDF_DATAIN3/TIMER2_CH1/HRTIMER_FLT4/TIMER7_CH1/CMP4_OUT/I2C3_SDA/HRTIMER_ ST5CH1/EXMC_NE3/EVENTOUT,
54,PC8,gpio,,
55,PC9,gpio,TIMER2_CH2/HRTIMER_ST4CH0/TIMER7_CH2/TIMER19_CH2/CMP6_OUT/I2C2_SCL/EXMC_NBL0/EVENTOUT/TIMER2_CH3/HRTIMER_ST4CH1/TIMER7_CH3/TIMER7_BRKIN2/I2C2_SDA/EXMC_NBL1,
56,PA8,gpio,CK_OUT/I2C2_SCL/I2C1_SDA/TIMER0_CH0/USART0_CK/CMP6_OUT/TIMER3_ETI/CAN2_RX/SPI1_NSS/HRTIMER_ST0CH0/UART4_RX/EXMC_A21/EVENTOUT/ADC3_IN16/NMI/CLAIN11,
57,PA9,gpio,I2C2_SMBA/I2C1_SCL/TIMER0_CH1/USART0_TX/CMP4_OUT/TIMER14_BRKIN0/TIMER1_CH2/SPI1_SCK/HRTIMER_ST0CH1/TRIGSEL_IN13/EXMC_A22/EVENTOUT/ADC3_IN17/CLAIN12,
58,PA10,gpio,TIMER16_BRKIN0/CLA2OUT/I2C1_SMBA/SPI1_MISO/TIMER0_CH2/USART0_RX/CMP5_OUT/TIMER1_CH3/TIMER7_BRKIN0/HRTIMER_ST1CH0/TRIGSEL_IN12/EXMC_A23/EVENTOUT/CLAIN13/LVD_IN,
59,PA11,gpio,CLA3OUT/SPI1_MOSI/TIMER0_MCH0/USART0_CTS/CMP0_OUT/CAN0_RX/TIMER3_CH0/TIMER0_CH3/TIMER0_BRKIN2/HRTIMER_ST1CH1/TRIGSEL_IN13/EXMC_A24/EVENTOUT/CLAIN14,
60,PA12,gpio,TIMER15_CH0/TIMER0_MCH1/USART0_RTS/USART0_DE/CMP1_OUT/CAN0_TX/TIMER3_CH1/TIMER0_ETI/HRTIMER_FLT0/TRIGSEL_IN12/EXMC_A25/EVENTOUT/CLAIN15,
61,VSS,ground,,
62,VDD,power,,
63,PA13,gpio,,
64,PA14,gpio,,
65,PA15,gpio,,
66,PC10,gpio,HPDF_CKIN5/TIMER7_MCH0/UART3_TX/SPI2_SCK/USART2_TX/HRTIMER_FLT5/EXMC_D0/EVENTOUT,
67,PC11,gpio,HPDF_DATAIN5/HRTIMER_EXEV1/TIMER7_MCH1/UART3_RX/SPI2_MISO,
68,PC12,gpio,TIMER4_CH1/HRTIMER_EXEV0/TIMER7_MCH2/UART4_TX/SPI2_MOSI/USART2_CK/EXMC_A0/EVENTOUT,
69,PD0,gpio,HPDF_CKIN6/TIMER7_MCH3/CAN0_RX/EXMC_D2/TRIGSEL_IN3/EVENTOUT,
70,PD1,gpio,HPDF_DATAIN6/TIMER7_CH3/TIMER7_BRKIN2/CAN0_TX/EXMC_D3/TRIGSEL_IN6/QSPI_DQS/EVENTOUT,
71,PD2,gpio,TIMER2_ETI/TIMER7_BRKIN0/UART4_RX/QSPI_SCK/EVENTOUT,
72,PB3,gpio,,
73,PB4,gpio,,
74,PB5,gpio,CLAIN2/HPDF_CKIN0/TIMER15_BRKIN0/TIMER2_CH1/TIMER7_MCH2/I2C0_SMBA/SPI0_MOSI/SPI2_MOSI/USART1_CK/I2C2_SDA/CAN1_RX/TIMER16_CH0/LPTIMER_IN0/CLA2OUT/HRTIMER_EXEV5/UART4_CTS/EVENTOUT/CLAIN3,
75,PB6,gpio,HPDF_DATAIN5/TIMER15_MCH0/TIMER3_CH0/I2C0_SCL/TIMER7_CH0/TIMER7_ETI/USART0_TX/CMP3_OUT/CAN1_TX/TIMER7_BRKIN2/LPTIMER_ETI0/HRTIMER_SCIN/HRTIMER_EXEV3/EXMC_A4/EVENTOUT/CLAIN4,
76,PB7,gpio,HPDF_CKIN5/TIMER16_MCH0/TIMER3_CH1/I2C3_SDA/I2C0_SDA/TIMER7_BRKIN0/USART0_RX/CMP2_OUT/TIMER2_CH3/LPTIMER_IN1/EXMC_NL/EXMC_NADV/HRTIMER_EXEV2/CLAIN5,
77,PB8/BOOT0,gpio,,
78,PB9,gpio,TIMER16_CH0/TIMER3_CH3/HPDF_DATAIN7/I2C0_SDA/IFRP_OUT/USART2_TX/CMP1_OUT/CAN0_TX/TIMER7_CH2/TIMER0_MCH2/HRTIMER_EXEV4/EXMC_A6/EVENTOUT/CLAIN7,
79,VSS,ground,,
80,VDD,power,,
