PadNumber,PinName,PinType,Alternate,Remap
21,NRST-PG10,reset,CK_OUT/EVENTOUT/PG10,
22,PC0,gpio,USART0_RX/LPTIMER_IN0/TIMER0_CH0/HPDF_CKIN0/HPDF_DATAIN4/TRIGSEL_IN8/EXMC_CLK/EVENTOUT/ADC01_IN5/CMP2_IM,
23,PC1,gpio,USART0_TX/LPTIMER_OUT/TIMER0_CH1/HPDF_CKIN4/HPDF_DATAIN0/QSPI_IO0/TRIGSEL_IN9/EXMC_NOE/EVENTOUT/ADC01_IN6/CMP2_IP,
24,PC2,gpio,HPDF_CKOUT/LPTIMER_IN1/TIMER0_CH2/CMP2_OUT/TIMER19_CH1/HPDF_CKIN1/QSPI_IO1/TRIGSEL_IN2/EXMC_NWE/EVENTOUT/ADC01_IN7/CMP7_IP,
25,PC3,gpio,LPTIMER_ETI0/TIMER0_CH3/TIMER0_BRKIN2/HPDF_DATAIN1/QSPI_IO2,
26,PF2,gpio,ADC01_IN8/TIMER19_CH2/I2C1_SMBA/EXMC_A2/EVENTOUT,
27,PA0,gpio,TIMER1_CH0/TIMER4_CH0/UART3_TX/USART1_CTS/CMP0_OUT/TIMER7_BRKIN0/TIMER7_ETI/HRTIMER_ST6CH0/TRIGSEL_IN0/TIMER1_ETI/EXMC_A13/EVENTOUT/ADC01_IN0/RTC_TAMP1/CMP0_IM/CMP2_IP/WKUP0/CLAIN18,
28,PA1,gpio,RTC_REFIN/TIMER1_CH1/TIMER4_CH1/UART3_RX/USART1_RTS/USART1_DE/TIMER14_MCH0/HRTIMER_ST6CH1/TRIGSEL_IN1/EXMC_A14/EVENTOUT/ADC01_IN1/CMP0_IP/CLAIN19,
29,PA2,gpio,TIMER1_CH2/TIMER4_CH2/CLA0OUT/USART1_TX/CMP1_OUT/TIMER14_CH0,
30,VSS,ground,,
31,VDD,power,,
32,PA3,gpio,TIMER1_CH3/TIMER4_CH3/USART1_RX/TIMER14_CH1/QSPI_SCK/HRTIMER_ST7CH1/TRIGSEL_IN4/EXMC_A16/EVENTOUT/ADC0_IN3/CMP1_IP,
33,PA4,gpio,TIMER2_CH1/SPI0_NSS/SPI2_NSS/USART1_CK/HRTIMER_ST2CH0/EXMC_A17/EVENTOUT/ADC1_IN15/DAC0_OUT0/CMP0_IM,
34,PA5,gpio,TIMER1_CH0/TIMER1_ETI/SPI0_SCK/USART2_TX/HRTIMER_ST2CH1/EXMC_A18/EVENTOUT/ADC1_IN12/DAC0_OUT1/CMP1_IM,
35,PA6,gpio,TIMER15_CH0/TIMER2_CH0/TIMER7_BRKIN0/SPI0_MISO/USART2_RX/TIMER0_BRKIN0/CMP0_OUT/QSPI_IO3,
36,PA7,gpio,ADC1_IN2/DAC1_OUT0/TIMER16_CH0/TIMER2_CH1/CLA1OUT/TIMER7_MCH0/SPI0_MOSI/TIMER0_MCH0/CMP1_OUT/QSPI_IO2/HRTIMER_ST3CH1/TRIGSEL_IN5/UART4_TX/EXMC_A20/EVENTOUT/ADC1_IN3/CMP1_IP/DAC1_OUT1,
37,PC4,gpio,TIMER0_ETI/I2C1_SCL/USART0_TX/HPDF_CKIN2/QSPI_IO3/HRTIMER_FLT7/EXMC_NE0/EVENTOUT/ADC1_IN4,
38,PC5,gpio,TIMER14_BRKIN0/TIMER0_MCH3/USART0_RX/HPDF_DATAIN2/HRTIMER_EXEV9/EXMC_NE1/EVENTOUT/ADC1_IN10/WKUP4,
39,PB0,gpio,TIMER2_CH2/CLA1OUT/TIMER7_MCH1/HPDF_CKOUT/TIMER0_MCH1/HRTIMER_ST4CH0/QSPI_IO1/TRIGSEL_OUT3/HRTIMER_FLT4/EXMC_A1/EVENTOUT/ADC2_IN11/ADC0_IN12/CMP3_IP/CLAIN8,
40,PB1,gpio,TIMER2_CH3/TIMER7_MCH2/HPDF_DATAIN1/TIMER0_MCH2/TIMER19_MCH0/CMP3_OUT/HRTIMER_ST4CH1/QSPI_IO0/TRIGSEL_OUT4/HRTIMER_SCOUT/EXMC_A2/EVENTOUT/ADC2_IN0/ADC0_IN11/CMP0_IP/CLAIN9,
41,PB2,gpio,RTC_OUT1/LPTIMER_OUT/TIMER4_CH0/TIMER19_CH0/I2C2_SMBA/HPDF_CKIN1/HRTIMER_ST5CH0/QSPI_IO1/HRTIMER_SCIN/EXMC_A3/EVENTOUT/ADC1_IN11/CMP3_IM/CLAIN10,
42,VSSA,ground,,
43,VREFP,power,,
44,VREFP,power,,
45,VDDA,power,,
46,VSS,ground,,
47,VDD,power,,
48,PF11,gpio,TIMER19_ETI/EXMC_NE3/EVENTOUT,
49,PF12,gpio,TIMER19_CH0/EXMC_A6/EVENTOUT,
50,PF13,gpio,TIMER19_CH1/HPDF_DATAIN6/I2C3_SMBA/EXMC_A7/EVENTOUT,
51,PF14,gpio,TIMER19_CH2/HPDF_CKIN6/I2C3_SCL/EXMC_A8/EVENTOUT,
52,PF15,gpio,TIMER19_CH3/I2C3_SDA/EXMC_A9/EVENTOUT,
53,PE7,gpio,TIMER0_ETI/HPDF_DATAIN2/EXMC_D4/EVENTOUT/ADC2_IN3/CMP3_IP,
54,PE8,gpio,TIMER4_CH2/TIMER0_MCH0/HPDF_CKIN2/EXMC_D5/EVENTOUT/ADC23_IN5/CMP3_IM,
55,PE9,gpio,TIMER4_CH3/TIMER0_CH0/HPDF_CKOUT/SPI0_IO2/EXMC_D6/EVENTOUT/ADC2_IN1/CMP7_IP,
56,PE10,gpio,TIMER0_MCH1/HPDF_DATAIN4/SPI0_IO3/QSPI_SCK/EXMC_D7/EVENTOUT/ADC2_IN12/ADC3_IN13,
57,PE11,gpio,TIMER0_CH1/HPDF_CKIN4/QSPI_CSN/EXMC_D8/EVENTOUT/ADC2_IN13/ADC3_IN14,
58,PE12,gpio,TIMER0_MCH2/HPDF_DATAIN5/QSPI_IO0/EXMC_D9/EVENTOUT/ADC2_IN14/ADC3_IN15,
59,PE13,gpio,TIMER0_CH2/HPDF_CKIN5/QSPI_IO1/EXMC_D10/EVENTOUT/ADC2_IN2,
60,PE14,gpio,TIMER0_CH3/TIMER0_BRKIN2/QSPI_IO2/EXMC_D11/EVENTOUT/ADC3_IN0,
61,PE15,gpio,TIMER0_BRKIN0/TIMER0_MCH3/USART2_RX/QSPI_IO3/EXMC_D12/EVENTOUT/ADC3_IN1,
62,PB10,gpio,TIMER1_CH2/HPDF_DATAIN0/HPDF_DATAIN7/USART2_TX/QSPI_SCK/TIMER0_BRKIN0/HRTIMER_FLT2/TRIGSEL_OUT2/EXMC_A7/EVENTOUT/CMP4_IM,
63,VSS,ground,,
64,VDD,power,,
65,PB11,gpio,TIMER1_CH3/HPDF_DATAIN3/HPDF_CKIN7/USART2_RX/QSPI_CSN/HRTIMER_FLT3/EXMC_A8/EVENTOUT/ADC01_IN13/CMP5_IP,
66,PB12,gpio,TIMER4_ETI/I2C1_SMBA/SPI1_NSS/TIMER0_BRKIN0/USART2_CK/CAN1_RX/HPDF_DATAIN1/HRTIMER_ST2CH0/EXMC_A9/EVENTOUT/ADC3_IN2/ADC0_IN10/CMP6_IM,
67,PB13,gpio,SPI1_SCK/TIMER0_MCH0/USART2_CTS/CAN1_TX/HPDF_CKIN1/HRTIMER_ST2CH1/EXMC_A10/EVENTOUT/ADC2_IN4/CMP4_IP,
68,PB14,gpio,TIMER14_CH0/SPI1_MISO/TIMER0_MCH1/USART2_RTS/USART2_DE/CMP3_OUT/HPDF_DATAIN2/HRTIMER_ST3CH0/TRIGSEL_OUT1/EXMC_A11/EVENTOUT/ADC3_IN3/ADC0_IN4/CMP6_IP,
69,PB15,gpio,RTC_REFIN/TIMER14_CH1/TIMER14_MCH0/CMP2_OUT/TIMER0_MCH2/SPI1_MOSI/HPDF_CKIN2/HRTIMER_ST3CH1/TRIGSEL_OUT5/EXMC_A12/EVENTOUT/ADC3_IN4/ADC1_IN14/CMP5_IM,
70,PD8,gpio,HPDF_CKIN3/USART2_TX/EXMC_D13/EVENTOUT/ADC3_IN11/CMP7_IM,
71,PD9,gpio,,
72,PD10,gpio,HPDF_DATAIN3/USART2_RX/EXMC_D14/EVENTOUT/ADC3_IN12/CMP7_IM/HPDF_CKOUT/USART2_CK/EXMC_D15/ADC23_IN6/CMP5_IM,
73,PD11,gpio,TIMER4_ETI/I2C3_SMBA/USART2_CTS/EXMC_A16/EVENTOUT/ADC23_IN7/CMP5_IP,
74,PD12,gpio,TIMER3_CH0/USART2_RTS/USART2_DE/EXMC_A17/EVENTOUT/ADC23_IN8/CMP4_IP,
75,PD13,gpio,TIMER3_CH1/EXMC_A18/EVENTOUT/ADC23_IN9/CMP4_IM,
76,PD14,gpio,TIMER3_CH2/SPI0_IO2/EXMC_D0/EVENTOUT/ADC23_IN10/CMP6_IP,
77,PD15,gpio,TIMER3_CH3/SPI0_IO3/SPI1_NSS/EXMC_D1/EVENTOUT/CMP6_IM,
78,VSS,ground,,
79,VDD,power,,
80,PC6,gpio,HPDF_CKIN3/TIMER0_BRKIN1/CMP5_OUT/TIMER2_CH0/HRTIMER_EXEV9/TIMER7_CH0/I2C3_SCL/HRTIMER_ST5CH0/EXMC_NE2/EVENTOUT,
81,PC7,gpio,HPDF_DATAIN3/TIMER2_CH1/HRTIMER_FLT4/TIMER7_CH1/CMP4_OUT/I2C3_SDA/HRTIMER_ ST5CH1/EXMC_NE3/EVENTOUT,
82,PG0,gpio,TIMER19_MCH0/EXMC_A10/EVENTOUT,
83,PG1,gpio,TIMER19_MCH1/EXMC_A11/EVENTOUT,
84,PG2,gpio,TIMER0_BRKIN1/TIMER19_MCH2/SPI0_SCK/EXMC_A12/EVENTOUT,
85,PG3,gpio,TIMER19_BRKIN0/I2C3_SCL/SPI0_MISO/TIMER19_MCH3/EXMC_A13/EVENTOUT,
86,PG4,gpio,TIMER7_BRKIN1/TIMER19_BRKIN2/I2C3_SDA/SPI0_MOSI/EXMC_A14/EVENTOUT,
87,PC8,gpio,TIMER2_CH2/HRTIMER_ST4CH0/TIMER7_CH2/TIMER19_CH2/CMP6_OUT/I2C2_SCL/EXMC_NBL0/EVENTOUT,
88,PC9,gpio,TIMER2_CH3/HRTIMER_ST4CH1/TIMER7_CH3/TIMER7_BRKIN2/I2C2_SDA/EXMC_NBL1/EVENTOUT,
89,PA8,gpio,CK_OUT/I2C2_SCL/I2C1_SDA/TIMER0_CH0/USART0_CK/CMP6_OUT/TIMER3_ETI/CAN2_RX/SPI1_NSS/HRTIMER_ST0CH0/UART4_RX/EXMC_A21/EVENTOUT/ADC3_IN16/NMI/CLAIN11,
90,PA9,gpio,I2C2_SMBA/I2C1_SCL/TIMER0_CH1/USART0_TX/CMP4_OUT/TIMER14_BRKIN0/TIMER1_CH2/SPI1_SCK/HRTIMER_ST0CH1/TRIGSEL_IN13/EXMC_A22/EVENTOUT/ADC3_IN17/CLAIN12,
91,PA10,gpio,TIMER16_BRKIN0/CLA2OUT/I2C1_SMBA/SPI1_MISO/TIMER0_CH2/USART0_RX/CMP5_OUT/TIMER1_CH3/TIMER7_BRKIN0/HRTIMER_ST1CH0/TRIGSEL_IN12/EXMC_A23/EVENTOUT/CLAIN13/LVD_IN,
92,PA11,gpio,CLA3OUT/SPI1_MOSI/TIMER0_MCH0/USART0_CTS/CMP0_OUT/CAN0_RX/TIMER3_CH0/TIMER0_CH3/TIMER0_BRKIN2/HRTIMER_ST1CH1/TRIGSEL_IN13/EXMC_A24/EVENTOUT/CLAIN14,
93,PA12,gpio,TIMER15_CH0/TIMER0_MCH1/USART0_RTS/USART0_DE/CMP1_OUT/CAN0_TX/TIMER3_CH1/TIMER0_ETI/HRTIMER_FLT0/TRIGSEL_IN12/EXMC_A25/EVENTOUT/CLAIN15,
94,VSS,ground,,
95,VDD,power,,
96,PA13,gpio,,
97,PF6,gpio,TIMER4_ETI/TIMER3_CH3/I2C1_SCL/TIMER4_CH0/USART2_RTS/USART2_DE/QSPI_IO3/EVENTOUT,
98,PA14,gpio,,
99,PA15,gpio,,
100,PC10,gpio,HPDF_CKIN5/TIMER7_MCH0/UART3_TX/SPI2_SCK/USART2_TX/HRTIMER_FLT5/EXMC_D0/EVENTOUT,
101,PC11,gpio,HPDF_DATAIN5/HRTIMER_EXEV1/TIMER7_MCH1/UART3_RX/SPI2_MISO,
102,PC12,gpio,TIMER4_CH1/HRTIMER_EXEV0/TIMER7_MCH2/UART4_TX/SPI2_MOSI/USART2_CK/EXMC_A0/EVENTOUT,
103,PG5,gpio,TIMER19_ETI/SPI0_NSS/EXMC_A15/EVENTOUT,
104,PG6,gpio,TIMER19_BRKIN0/I2C2_SMBA/EVENTOUT,
105,PG7,gpio,TIMER19_BRKIN1/I2C2_SCL/EVENTOUT,
106,PG8,gpio,I2C2_SDA/EXMC_NE2/EVENTOUT,
107,PG9,gpio,,
108,PD0,gpio,TIMER7_BRKIN1/SPI2_SCK/USART0_TX/EXMC_NE1/TIMER14_MCH0/EVENTOUT/HPDF_CKIN6/TIMER7_MCH3/CAN0_RX/EXMC_D2/TRIGSEL_IN3,
109,PD1,gpio,HPDF_DATAIN6/TIMER7_CH3/TIMER7_BRKIN2/CAN0_TX/EXMC_D3/TRIGSEL_IN6/QSPI_DQS/EVENTOUT,
110,VSS,ground,,
111,VDD,power,,
112,PD2,gpio,TIMER2_ETI/TIMER7_BRKIN0/UART4_RX/QSPI_SCK/EVENTOUT,
113,PD3,gpio,TIMER1_CH0/TIMER1_ETI/HPDF_CKOUT/USART1_CTS/QSPI_CSN/EXMC_CLK/EVENTOUT,
114,PD4,gpio,TIMER1_CH1/USART1_RTS/USART1_DE/QSPI_IO0/EXMC_NOE/EVENTOUT,
115,PD5,gpio,USART1_TX/QSPI_IO1/EXMC_NWE/EVENTOUT,
116,PD6,gpio,TIMER1_CH3/HPDF_CKIN4/HPDF_DATAIN1/USART1_RX/QSPI_IO2/EXMC_NWAIT/EVENTOUT,
117,PD7,gpio,TIMER1_CH2/HPDF_DATAIN4/HPDF_CKIN1/USART1_CK/QSPI_IO3/EXMC_NE0/EVENTOUT,
118,PB3,gpio,,
119,PB4,gpio,,
120,PB5,gpio,HPDF_CKIN0/TIMER15_BRKIN0/TIMER2_CH1/TIMER7_MCH2/I2C0_SMBA/SPI0_MOSI/SPI2_MOSI/USART1_CK/I2C2_SDA/CAN1_RX/TIMER16_CH0/LPTIMER_IN0/CLA2OUT/HRTIMER_EXEV5/UART4_CTS/EVENTOUT/CLAIN3,
121,PB6,gpio,HPDF_DATAIN5/TIMER15_MCH0/TIMER3_CH0/I2C0_SCL/TIMER7_CH0/TIMER7_ETI/USART0_TX/CMP3_OUT/CAN1_TX/TIMER7_BRKIN2/LPTIMER_ETI0/HRTIMER_SCIN/HRTIMER_EXEV3/EXMC_A4/EVENTOUT/CLAIN4,
122,PB7,gpio,HPDF_CKIN5/TIMER16_MCH0/TIMER3_CH1/I2C3_SDA/I2C0_SDA/TIMER7_BRKIN0/USART0_RX/CMP2_OUT/TIMER2_CH3/LPTIMER_IN1/EXMC_NL/EXMC_NADV/HRTIMER_EXEV2/CLAIN5,
123,PB8/BOOT0,gpio,,
124,PB9,gpio,TIMER16_CH0/TIMER3_CH3/HPDF_DATAIN7/I2C0_SDA/IFRP_OUT/USART2_TX/CMP1_OUT/CAN0_TX/TIMER7_CH2/TIMER0_MCH2/HRTIMER_EXEV4/EXMC_A6/EVENTOUT/CLAIN7,
125,PE0,gpio,TIMER3_ETI/TIMER19_MCH3/TIMER15_CH0/TIMER19_ETI/USART0_TX/HRTIMER_ST6CH0/EXMC_NBL0/EVENTOUT,
126,PE1,gpio,TIMER16_CH0/TIMER19_CH3/USART0_RX/HRTIMER_ST6CH1/EXMC_NBL1/EVENTOUT,
127,VSS,ground,,
128,VDD,power,,
