PadNumber,PinName,PinType,Alternate,Remap
1,PE2,gpio,SPI3_SCK/ENET_MII_TXD3/EXMC_A23/EVENTOUT,
2,PE3,gpio,EXMC_A19/EVENTOUT,
3,PE4,gpio,SPI3_NSS/EXMC_A20/DCI_D4/TLI_B0/EVENTOUT,
4,PE5,gpio,TIMER8_CH0/SPI3_MISO/EXMC_A21/DCI_D6/TLI_G0/EVENTOUT,
5,PE6,gpio,TIMER8_CH1/SPI3_MOSI/EXMC_A22/DCI_D7/TLI_G1/EVENTOUT,
6,VBAT,power,,
7,PC13-TAMPER-RTC,gpio,EVENTOUT/RTC_TAMP0/RTC_OUT/RTC_TS,
8,PC14-OSC32IN,gpio,EVENTOUT/OSC32IN,
9,PC15-OSC32OUT,gpio,EVENTOUT/OSC32OUT,
10,VSS,ground,,
11,VDD,power,,
12,PH0/OSCIN,gpio,,
13,PH1/OSCOUT,gpio,,
14,NRST,reset,,
15,PC0,gpio,USBHS_ULPI_STP/EVENTOUT/ADC012_IN10,
16,PC1,gpio,SPI2_MOSI/I2S2_SD/SPI1_MOSI/I2S1_SD/ENET_MDC/EVENTOUT/ADC012_IN11,
17,PC2,gpio,SPI1_MISO/I2S1_ADD_SD/USBHS_ULPI_DIR/ENET_MII_TXD2/EVENTOUT/ADC012_IN12,
18,PC3,gpio,SPI1_MOSI/I2S1_SD/USBHS_ULPI_NXT/ENET_MII_TX_CLK/EVENTOUT/ADC012_IN13,
19,VDD,power,,
20,VSSA,ground,,
21,VREFP,power,,
22,VDDA,power,,
23,PA0-WKUP,gpio,TIMER1_CH0/TIMER1_ETI/TIMER4_CH0/TIMER7_ETI/USART1_CTS/UART3_TX/ENET_MII_CRS/EVENTOUT/ADC012_IN0/WKUP,
24,PA1,gpio,TIMER1_CH1/TIMER4_CH1/SPI3_MOSI/USART1_RTS/UART3_RX/ENET_MII_RX_CLK/ENET_RMII_REF_CLK/EVENTOUT/ADC012_IN1,
25,PA2,gpio,TIMER1_CH2/TIMER4_CH2/TIMER8_CH0/I2S_CKIN/USART1_TX/ENET_MDIO/EVENTOUT/ADC012_IN2,
26,PA3,gpio,TIMER1_CH3/TIMER4_CH3/TIMER8_CH1/I2S1_MCK/USART1_RX/USBHS_ULPI_D0,
27,VSS,ground,,
28,VDD,power,,
29,PA4,gpio,SPI0_NSS/SPI2_NSS/I2S2_WS/USART1_CK/USBHS_SOF/DCI_HSYNC/TLI_VSYNC/EVENTOUT/ADC01_IN4/DAC0_OUT0,
30,PA5,gpio,TIMER1_CH0/TIMER1_ETI/TIMER7_CH0_ON/SPI0_SCK/USBHS_ULPI_CK/EVENTOUT/ADC01_IN5/DAC0_OUT1,
31,PA6,gpio,TIMER0_BRKIN/TIMER2_CH0/TIMER7_BRKIN/SPI0_MISO/I2S1_MCK/TIMER12_CH0/SDIO_CMD/DCI_PIXCLK/TLI_G2/EVENTOUT/ADC01_IN6,
32,PA7,gpio,TIMER0_CH0_ON/TIMER2_CH1/TIMER7_CH0_ON/SPI0_MOSI/TIMER13_CH0/ENET_MII_RX_DV/ENET_RMII_CRS_DV/EVENTOUT/ADC01_IN7,
33,PC4,gpio,ENET_MII_RXD0/ENET_RMII_RXD0/EVENTOUT/ADC01_IN14,
34,PC5,gpio,USART2_RX/ENET_MII_RXD1/ENET_RMII_RXD1/EVENTOUT/ADC01_IN15,
35,PB0,gpio,TIMER0_CH1_ON/TIMER2_CH2/TIMER7_CH1_ON/SPI4_SCK/SPI2_MOSI/I2S2_SD/TLI_R3/USBHS_ULPI_D1/ENET_MII_RXD2/SDIO_D1/EVENTOUT/ADC01_IN8/IREF,
36,PB1,gpio,TIMER0_CH2_ON/TIMER2_CH3/TIMER7_CH2_ON/SPI4_NSS/TLI_R6/USBHS_ULPI_D2/ENET_MII_RXD3/SDIO_D2/EVENTOUT/ADC01_IN9,
37,PB2,gpio,,
38,PE7,gpio,,
39,PE8,gpio,TIMER0_ETI/UART6_RX/EXMC_D4/EVENTOUT/TIMER0_CH0_ON/UART6_TX/EXMC_D5,
40,PE9,gpio,TIMER0_CH0/EXMC_D6/EVENTOUT,
41,PE10,gpio,TIMER0_CH1_ON/EXMC_D7/EVENTOUT,
42,PE11,gpio,TIMER0_CH1/SPI3_NSS/SPI4_NSS/EXMC_D8/TLI_G3/EVENTOUT,
43,PE12,gpio,TIMER0_CH2_ON/SPI3_SCK/SPI4_SCK/EXMC_D9/TLI_B4/EVENTOUT,
44,PE13,gpio,TIMER0_CH2/SPI3_MISO/SPI4_MISO/EXMC_D10/TLI_DE/EVENTOUT,
45,PE14,gpio,TIMER0_CH3/SPI3_MOSI/SPI4_MOSI/EXMC_D11/TLI_PIXCLK/EVENTOUT,
46,PE15,gpio,TIMER0_BRKIN/EXMC_D12/TLI_R7/EVENTOUT,
47,PB10,gpio,TIMER1_CH2/I2C1_SCL/SPI1_SCK/I2S1_CK/I2S2_MCK/USART2_TX/USBHS_ULPI_D3/ENET_MII_RX_ER/SDIO_D7/TLI_G4/EVENTOUT,
48,PB11,gpio,TIMER1_CH3/I2C1_SDA/I2S_CKIN/USART2_RX/USBHS_ULPI_D4/ENET_MII_TX_EN/ENET_RMII_TX_EN/TLI_G5/EVENTOUT,
49,NC,nc,,
50,VDD,power,,
51,PB12,gpio,TIMER0_BRKIN/I2C1_SMBA/SPI1_NSS/I2S1_WS/SPI3_NSS/USART2_CK/CAN1_RX/USBHS_ULPI_D5/ENET_MII_TXD0/ENET_RMII_TXD0/USBHS_ID/EVENTOUT,
52,PB13,gpio,TIMER0_CH0_ON/SPI1_SCK/I2S1_CK/SPI3_SCK/USART2_CTS/CAN1_TX/USBHS_ULPI_D6/ENET_MII_TXD1/ENET_RMII_TXD1/EVENTOUT/I2C1_TXFRAME/USBHS_VBUS,
53,PB14,gpio,TIMER0_CH1_ON/TIMER7_CH1_ON/SPI1_MISO/I2S1_ADD_SD/USART2_RTS/TIMER11_CH0/USBHS_DM/EVENTOUT,
54,PB15,gpio,RTC_REFIN/TIMER0_CH2_ON/TIMER7_CH2_ON/SPI1_MOSI/I2S1_SD/TIMER11_CH1/USBHS_DP/EVENTOUT,
55,PD8,gpio,USART2_TX/EXMC_D13/EVENTOUT,
56,PD9,gpio,USART2_RX/EXMC_D14/EVENTOUT,
57,PD10,gpio,USART2_CK/EXMC_D15/TLI_B3/EVENTOUT,
58,PD11,gpio,USART2_CTS/EXMC_A16/EXMC_CLE/EVENTOUT,
59,PD12,gpio,TIMER3_CH0/USART2_RTS/EXMC_A17/EXMC_ALE/EVENTOUT,
60,PD13,gpio,TIMER3_CH1/EXMC_A18/EVENTOUT,
61,PD14,gpio,TIMER3_CH2/EXMC_D0/EVENTOUT,
62,PD15,gpio,TIMER3_CH3/EXMC_D1/EVENTOUT/CTC_SYNC,
63,PC6,gpio,TIMER2_CH0/TIMER7_CH0/I2S1_MCK/USART5_TX/SDIO_D6/DCI_D0/TLI_HSYNC/EVENTOUT,
64,PC7,gpio,TIMER2_CH1/TIMER7_CH1/SPI1_SCK/I2S1_CK/I2S2_MCK/USART5_RX/SDIO_D7/DCI_D1/TLI_G6/EVENTOUT,
65,PC8,gpio,TIMER2_CH2/TIMER7_CH2/USART5_CK/SDIO_D0/DCI_D2/EVENTOUT,
66,PC9,gpio,CK_OUT1/TIMER2_CH3/TIMER7_CH3/I2C2_SDA/I2S_CKIN/SDIO_D1/DCI_D3/EVENTOUT,
67,PA8,gpio,CK_OUT0/TIMER0_CH0/I2C2_SCL/USART0_CK/USBFS_SOF/SDIO_D1/TLI_R6/EVENTOUT/CTC_SYNC,
68,PA9,gpio,TIMER0_CH1/I2C2_SMBA/SPI1_SCK/I2S1_CK/USART0_TX/SDIO_D2/DCI_D0/EVENTOUT/USBFS_VBUS,
69,PA10,gpio,TIMER0_CH2/SPI4_MOSI/USART0_RX/USBFS_ID/DCI_D1/EVENTOUT/I2C2_TXFRAME,
70,PA11,gpio,TIMER0_CH3/SPI3_MISO/USART0_CTS/USART5_TX/CAN0_RX/USBFS_DM/TLI_R4/EVENTOUT,
71,PA12,gpio,TIMER0_ETI/SPI4_MISO/USART0_RTS/USART5_RX/CAN0_TX/USBFS_DP/TLI_R5/EVENTOUT,
72,PA13,gpio,,
73,NC,nc,,
74,VSS,ground,,
75,VDD,power,,
76,PA14,gpio,,
77,PA15,gpio,,
78,PC10,gpio,SPI2_SCK/I2S2_CK/USART2_TX/UART3_TX/SDIO_D2/DCI_D8/TLI_R2/EVENTOUT,
79,PC11,gpio,I2S2_ADD_SD/SPI2_MISO/USART2_RX/UART3_RX/SDIO_D3/DCI_D4/EVENTOUT,
80,PC12,gpio,I2C1_SDA/SPI2_MOSI/I2S2_SD/USART2_CK/UART4_TX/SDIO_CK/DCI_D9/EVENTOUT,
81,PD0,gpio,SPI3_MISO/SPI2_MOSI/I2S2_SD/CAN0_RX/EXMC_D2/EVENTOUT,
82,PD1,gpio,SPI1_NSS/I2S1_WS/CAN0_TX/EXMC_D3/EVENTOUT,
83,PD2,gpio,TIMER2_ETI/UART4_RX/SDIO_CMD/DCI_D11/EVENTOUT,
84,PD3,gpio,,
85,PD4,gpio,SPI1_SCK/I2S1_CK/USART1_CTS/EXMC_CLK/DCI_D5/TLI_G7/EVENTOUT/USART1_RTS/EXMC_NOE,
86,PD5,gpio,USART1_TX/EXMC_NWE/EVENTOUT,
87,PD6,gpio,SPI2_MOSI/I2S2_SD/USART1_RX/EXMC_NWAIT/DCI_D10/TLI_B2/EVENTOUT,
88,PD7,gpio,USART1_CK/EXMC_NE0/EXMC_NCE1/EVENTOUT,
89,PB3,gpio,,
90,PB4,gpio,,
91,PB5,gpio,TIMER2_CH1/I2C0_SMBA/SPI0_MOSI/SPI2_MOSI/I2S2_SD/CAN1_RX/USBHS_ULPI_D7/ENET_PPS_OUT/DCI_D10/EVENTOUT,
92,PB6,gpio,TIMER3_CH0/I2C0_SCL/USART0_TX/CAN1_TX/DCI_D5/EVENTOUT,
93,PB7,gpio,TIMER3_CH1/I2C0_SDA/USART0_RX/EXMC_NL/EXMC_NADV/DCI_VSYNC/EVENTOUT,
94,BOOT0,boot,,
95,PB8,gpio,TIMER1_CH0/TIMER1_ETI/TIMER3_CH2/TIMER9_CH0/I2C0_SCL/SPI4_MOSI/CAN0_RX/ENET_MII_TXD3/SDIO_D4/DCI_D6/TLI_B6/EVENTOUT,
96,PB9,gpio,TIMER1_CH1/TIMER3_CH3/TIMER10_CH0/I2C0_SDA/SPI1_NSS/I2S1_WS/CAN0_TX/SDIO_D5/DCI_D7/TLI_B7/EVENTOUT,
97,PE0,gpio,TIMER3_ETI/UART7_RX/EXMC_NBL0/DCI_D2/EVENTOUT,
98,PE1,gpio,TIMER0_CH1_ON/UART7_TX/EXMC_NBL1/DCI_D3/EVENTOUT,
99,VSS,ground,,
100,VDD,power,,
