PadNumber,PinName,PinType,Alternate,Remap
1,PE2,gpio,TRACECK/EXMC_A23,
2,PE3,gpio,TRACED0/EXMC_A19,
3,PE4,gpio,TRACED1/EXMC_A20,TLI_B0
4,PE5,gpio,TRACED2/EXMC_A21,TIMER8_CH0/TLI_G0
5,PE6,gpio,TRACED3/EXMC_A22,TIMER8_CH1/TLI_G1
6,VBAT,power,,
7,PC13-TAMPER-RTC,gpio,TAMPER-RTC,
8,PC14-OSC32IN,gpio,OSC32IN,
9,PC15-OSC32OUT,gpio,OSC32OUT,
10,VSS_5,ground,,
11,VDD_5,power,,
12,OSCIN,clock,,PH0
13,OSCOUT,clock,,PH1
14,NRST,reset,,
15,PC0,gpio,ADC012_IN10,EXMC_SDNWE
16,PC1,gpio,ADC012_IN11,
17,PC2,gpio,ADC012_IN12,EXMC_SDNE0/SPI1_MISO
18,PC3,gpio,ADC012_IN13,EXMC_SDCKE0/SPI1_MOSI/I2S1_SD
19,VSSA,ground,,
20,VREF-,power,,
21,VREF+,power,,
22,VDDA,power,,
23,PA0-WKUP,gpio,WKUP/USART1_CTS/ADC012_IN0/TIMER1_CH0/TIMER1_ETI/TIMER4_CH0/TIMER7_ETI,UART3_TX
24,PA1,gpio,USART1_RTS/ADC012_IN1/TIMER1_CH1/TIMER4_CH1,UART3_RX
25,PA2,gpio,USART1_TX/ADC012_IN2/TIMER1_CH2/TIMER4_CH2/TIMER8_CH0/SPI0_IO3,
26,PA3,gpio,USART1_RX/ADC012_IN3/TIMER1_CH3/TIMER4_CH3/TIMER8_CH1/SPI0_IO4,TLI_B5
27,VSS_4,ground,,
28,VDD_4,power,,
29,PA4,gpio,SPI0_NSS/USART1_CK/DAC0_OUT0/ADC01_IN4,SPI2_NSS/I2S2_WS/TLI_VSYNC
30,PA5,gpio,SPI0_SCK/ADC01_IN5/DAC0_OUT1,TIMER1_CH0/TIMER1_ETI/TIMER7_CH0_ON
31,PA6,gpio,SPI0_MISO/ADC01_IN6/TIMER2_CH0/TIMER7_BRKIN/TIMER12_CH0,TIMER0_BRKIN/TLI_G2
32,PA7,gpio,SPI0_MOSI/ADC01_IN7/TIMER2_CH1/TIMER7_CH0_ON/TIMER13_CH0,TIMER0_CH0_ON
33,PC4,gpio,ADC01_IN14,
34,PC5,gpio,ADC01_IN15,
35,PB0,gpio,ADC01_IN8/TIMER2_CH2/TIMER7_CH1_ON,TIMER0_CH1_ON/TLI_R3
36,PB1,gpio,ADC01_IN9/TIMER2_CH3/TIMER7_CH2_ON,TIMER0_CH2_ON/TLI_R6
37,PB2,gpio,,
38,PE7,gpio,EXMC_D4/UART6_RX,TIMER0_ETI
39,PE8,gpio,EXMC_D5/UART6_TX,TIMER0_CH0_ON
40,PE9,gpio,EXMC_D6,TIMER0_CH0
41,PE10,gpio,EXMC_D7,TIMER0_CH1_ON
