PadNumber,PinName,PinType,Alternate,Remap
1,PE2,gpio,TRACECK/EXMC_A23,ETH_MII_TXD3
2,PE3,gpio,TRACED0/EXMC_A19,
3,PE4,gpio,TRACED1/EXMC_A20,DCI_D4/TLI_B0
4,PE5,gpio,TRACED2/EXMC_A21,TIMER8_CH0/DCI_D6/TLI_G0
5,PE6,gpio,TRACED3/EXMC_A22,TIMER8_CH1/DCI_D7/TLI_G1
6,VBAT,power,,
7,PI8,gpio,,
8,PC13-TAMPER-RTC,gpio,TAMPER-RTC,
9,PC14-OSC32IN,gpio,OSC32IN,
10,PC15-OSC32OUT,gpio,OSC32OUT,
11,PI9,gpio,EXMC_D30,TLI_VSYNC/CAN0_RX
12,PI10,gpio,EXMC_D31,TLI_HSYNC/ETH_MII_RX_ER
13,PI11,gpio,,
14,VSS,ground,,
15,VDD,power,,
16,PF0,gpio,EXMC_A0,I2C1_SDA
17,PF1,gpio,EXMC_A1,I2C1_SCL
18,PF2,gpio,EXMC_A2,I2C1_SMBA
19,PF3,gpio,EXMC_A3/ADC2_IN9,
20,PF4,gpio,EXMC_A4/ADC2_IN14,
21,PF5,gpio,EXMC_A5/ADC2_IN15,
22,VSS_5,ground,,
23,VDD_5,power,,
24,PF6,gpio,ADC2_IN4/EXMC_NIORD,TIMER9_CH0/UART6_RX
25,PF7,gpio,ADC2_IN5/EXMC_NREG,TIMER10_CH0/UART6_TX
26,PF8,gpio,ADC2_IN6/EXMC_NIOWR,TIMER12_CH0
27,PF9,gpio,ADC2_IN7/EXMC_CD,TIMER13_CH0
28,PF10,gpio,ADC2_IN8/EXMC_INTR,DCI_D11/TLI_DE
29,OSCIN,clock,,PD0/PH0
30,OSCOUT,clock,,PD1/PH1
31,NRST,reset,,
32,PC0,gpio,ADC012_IN10,EXMC_SDNWE
33,PC1,gpio,ADC012_IN11/ETH_MDC,
34,PC2,gpio,ADC012_IN12/ETH_MII_TXD2,EXMC_SDNE0/SPI1_MISO
35,PC3,gpio,ADC012_IN13/ETH_MII_TX_CLK,
36,VSSA,ground,,
37,VREFN,power,,
38,VREFP,power,,
39,VDDA,power,,
40,PA0-WKUP,gpio,WKUP/USART1_CTS/ADC012_IN0/TIMER1_CH0/TIMER1_ETI/TIMER4_CH0/TIMER7_ETI/ETH_MII_CRS,UART3_TX
41,PA1,gpio,USART1_RTS/ADC012_IN1/TIMER1_CH1/TIMER4_CH1/ETH_MII_RX_CLK/ETH_RMII_REF_CLK,UART3_RX
42,PA2,gpio,USART1_TX/ADC012_IN2/TIMER1_CH2/TIMER4_CH2/TIMER8_CH0/ETH_MDIO/SPI0_IO3,
43,PH2,gpio,EXMC_SDCKE0,TLI_R0/ETH_MII_CRS
44,PH3,gpio,EXMC_SDNE0,TLI_R1/ETH_MII_COL
45,PH4,gpio,,I2C1_SCL/TLI_R0
46,PH5,gpio,EXMC_SDNWE,I2C1_SDA
47,PA3,gpio,USART1_RX/ADC012_IN3/TIMER1_CH3/TIMER4_CH3/TIMER8_CH1/ETH_MII_COL/SPI0_IO4,TLI_B5
48,VSS_4,ground,,
49,VDD_4,power,,
50,PA4,gpio,SPI0_NSS/USART1_CK/DAC0_OUT0/ADC01_IN4/DCI_HSYNC,SPI2_NSS/I2S2_WS/TLI_VSYNC
51,PA5,gpio,SPI0_SCK/ADC01_IN5/DAC0_OUT1,TIMER1_CH0/TIMER1_ETI/TIMER7_CH0_ON
52,PA6,gpio,SPI0_MISO/ADC01_IN6/TIMER2_CH0/TIMER7_BRKIN/TIMER12_CH0/DCI_PIXCLK,TIMER0_BRKIN/TLI_G2
53,PA7,gpio,SPI0_MOSI/ADC01_IN7/TIMER2_CH1/TIMER7_CH0_ON/TIMER13_CH0/ETH_MII_RX_DV/ETH_RMII_CRS_DV,TIMER0_CH0_ON
54,PC4,gpio,ADC01_IN14/ETH_MII_RXD0. ETH_RMII_RXD0,
55,PC5,gpio,ADC01_IN15/ETH_MII_RXD1/ETH_RMII_RXD1,
56,PB0,gpio,ADC01_IN8/TIMER2_CH2/TIMER7_CH1_ON/ETH_MII_RXD2,TIMER0_CH1_ON/TLI_R3
57,PB1,gpio,ADC01_IN9/TIMER2_CH3/TIMER7_CH2_ON/ETH_MII_RXD3,TIMER0_CH2_ON/TLI_R6
58,PB2,gpio,,
59,PF11,gpio,EXMC_NIOS16/DCI_D12/EXMC_SDNRAS,
60,PF12,gpio,EXMC_A6,
61,VSS_6,ground,,
62,VDD_6,power,,
63,PF13,gpio,EXMC_A7,
64,PF14,gpio,EXMC_A8,
65,PF15,gpio,EXMC_A9,
66,PG0,gpio,EXMC_A10,
67,PG1,gpio,EXMC_A11,
68,PE7,gpio,EXMC_D4/UART6_RX,TIMER0_ETI
69,PE8,gpio,EXMC_D5/UART6_TX,TIMER0_CH0_ON
70,PE9,gpio,EXMC_D6,TIMER0_CH0
71,VSS_7,ground,,
72,VDD_7,power,,
73,PE10,gpio,EXMC_D7,TIMER0_CH1_ON
74,PE11,gpio,EXMC_D8,TIMER0_CH1/TLI_G3
75,PE12,gpio,EXMC_D9,TIMER0_CH2_ON/TLI_B4
76,PE13,gpio,EXMC_D10,TIMER0_CH2/TLI_DE
77,PE14,gpio,EXMC_D11,TIMER0_CH3/TLI_ PIXCLK
