PadNumber,PinName,PinType,Alternate,Remap
34,PD13,gpio,TIMER0_MCH1/TIMER0_MCH1_INV,
35,PD12,gpio,TIMER0_MCH0/TIMER0_MCH0_INV,
36,PD11,gpio,TIMER0_CH2/TIMER0_CH2_INV,
37,PD10,gpio,TIMER0_CH1/TIMER0_CH1_INV,
38,PD9,gpio,TIMER0_CH0/TIMER0_CH0_INV,
39,PD8,gpio,TIMER1_CH0/TIMER_ETI2/POC_IN0/TIMER0_BRKIN/SPI_NSS/GTOC0_IN/GTOC1_IN/GTOC2_IN/GTOC3_IN/GPTIMER0_CPPO/EVENTOUT,
40,VDD,power,,
41,VSS,ground,,
42,PB2,gpio,,
43,PB1,gpio,TIMER1_CH2/TIMER_ETI3/ADC2_TRG/CMP2_OUT/TIMER2_CH1/UART3_RX/SPI_MISO/CAN_RX/EVENTOUT/TIMER2_CH0/TIMER_ETI0/CMP3_OUT/UART3_TX/SPI_MOSI/ADC2_IN7,
44,PB0,gpio,TIMER2_CH2/TIMER_ETI1/ADC0_TRG/SPI_SCK/EVENTOUT/ADC2_IN6,
45,PD5,gpio,EVENTOUT/ADC2_IN5/CMP3_INP4/DAC0_OUT1,
46,PD4,gpio,EVENTOUT/ADC2_IN4/CMP3_INP3/DAC0_OUT0,
47,VDDA2/VREFP2,power,,
48,VSSA2/VREFN2,ground,,
49,PC12,gpio,EVENTOUT/ADC2_IN2/CMP2_INP3/CMP_INN2,
50,PC11,gpio,EVENTOUT/ADC2_IN1/CMP1_INP3/CMP_INN1,
51,PC10,gpio,EVENTOUT/ADC2_IN0/CMP0_INP3/CMP2_INP5,
52,PC7,gpio,EVENTOUT/ADC2_IN3/CMP0_INP4,
53,PC6,gpio,EVENTOUT/ADC0_IN6/CMP2_INP2,
54,PC5,gpio,EVENTOUT/ADC0_IN5/CMP1_INP2,
55,PC4,gpio,,
56,PC3,gpio,EVENTOUT/ADC0_IN4/CMP0_INP2/ADC0_IN3/CMP2_INP4/CMP3_INP1,
57,PC2,gpio,EVENTOUT/ADC0_IN2/CMP2_INP1,
58,PC1,gpio,EVENTOUT/ADC0_IN1/CMP1_INP1,
59,PC0,gpio,EVENTOUT/ADC0_IN0/CMP0_INP1/CMP1_INP4,
60,PC9,gpio,UART3_RX/ADC2_IN9/CMP3_INP5,
61,VDDA0/VREFP0,power,,
62,VSSA0/VREFN0,ground,,
63,PC8,gpio,TIMER0_MCH3/TIMER2_CH1/TIMER0_MCH3_INV/UART3_TX/GPTIMER1_CH0/GPTIMER1_CH0_INV,
64,PA9,gpio,TIMER0_CH3/TIMER_ETI2/TIMER0_CH3_INV/POC_IN3/UART3_RX/TIMER2_CH3/GPTIMER1_CH1/GTOC0_IN/GPTIMER1_CH1_INV/GTOC2_IN/GPTIMER0_CPPO/EVENTOUT,
