PadNumber,PinName,PinType,Alternate,Remap
1,VBAT,power,,
2,PC13-TAMPER-RTC,gpio,EVENTOUT/RTC_TAMP0/RTC_OUT/RTC_TS,
3,PC14-OSC32IN,gpio,EVENTOUT/OSC32IN,
4,PC15-OSC32OUT,gpio,EVENTOUT/OSC32OUT,
5,PH0/OSCIN,gpio,,
6,PH1/OSCOUT,gpio,,
7,NRST,reset,,
8,PC0,gpio,USBHS_ULPI_STP/EVENTOUT/ADC012_IN10,
9,PC1,gpio,SPI2_MOSI/I2S2_SD/SPI1_MOSI/I2S1_SD/ENET_MDC/EVENTOUT/ADC012_IN11,
10,PC2,gpio,SPI1_MISO/I2S1_ADD_SD/USBHS_ULPI_DIR/ENET_MII_TXD2/EVENTOUT/ADC012_IN12,
11,PC3,gpio,SPI1_MOSI/I2S1_SD/USBHS_ULPI_NXT/ENET_MII_TX_CLK/EVENTOUT/ADC012_IN13,
12,VSSA,ground,,
13,VDDA,power,,
14,PA0-WKUP,gpio,TIMER1_CH0/TIMER1_ETI/TIMER4_CH0/TIMER7_ETI/USART1_CTS/UART3_TX/ENET_MII_CRS/EVENTOUT/ADC012_IN0/WKUP,
15,PA1,gpio,TIMER1_CH1/TIMER4_CH1/USART1_RTS/UART3_RX/ENET_MII_RX_CLK/ENET_RMII_REF_CLK/EVENTOUT/ADC012_IN1,
16,PA2,gpio,TIMER1_CH2/TIMER4_CH2/TIMER8_CH0/I2S_CKIN/USART1_TX/ENET_MDIO/EVENTOUT/ADC012_IN2,
17,PA3,gpio,TIMER1_CH3/TIMER4_CH3/TIMER8_CH1/I2S1_MCK/USART1_RX/USBHS_ULPI_D0/ENET_MII_COL/EVENTOUT/ADC012_IN3,
18,VSS,ground,,
19,VDD,power,,
20,PA4,gpio,SPI0_NSS/SPI2_NSS/I2S2_WS/USART1_CK/USBHS_SOF/DCI_HSYNC/EVENTOUT/ADC01_IN4/DAC0_OUT0,
21,PA5,gpio,TIMER1_CH0/TIMER1_ETI/TIMER7_CH0_ON/SPI0_SCK/USBHS_ULPI_CK/EVENTOUT/ADC01_IN5/DAC0_OUT1,
22,PA6,gpio,TIMER0_BRKIN/TIMER2_CH0/TIMER7_BRKIN/SPI0_MISO/I2S1_MCK/TIMER12_CH0/SDIO_CMD/DCI_PIXCLK/EVENTOUT/ADC01_IN6,
23,PA7,gpio,TIMER0_CH0_ON/TIMER2_CH1/TIMER7_CH0_ON/SPI0_MOSI/TIMER13_CH0/ENET_MII_RX_DV/ENET_RMII_CRS_DV/EVENTOUT/ADC01_IN7,
24,PC4,gpio,ENET_MII_RXD0/ENET_RMII_RXD0/EVENTOUT/ADC01_IN14,
25,PC5,gpio,USART2_RX/ENET_MII_RXD1/ENET_RMII_RXD1/EVENTOUT/ADC01_IN15,
26,PB0,gpio,TIMER0_CH1_ON/TIMER2_CH2/TIMER7_CH1_ON/SPI2_MOSI/I2S2_SD/USBHS_ULPI_D1/ENET_MII_RXD2/SDIO_D1/EVENTOUT/ADC01_IN8/IREF,
27,PB1,gpio,TIMER0_CH2_ON/TIMER2_CH3/TIMER7_CH2_ON/USBHS_ULPI_D2/ENET_MII_RXD3/SDIO_D2/EVENTOUT/ADC01_IN9,
28,PB2,gpio,,
29,PB10,gpio,TIMER1_CH2/I2C1_SCL/SPI1_SCK/I2S1_CK,
30,PB11,gpio,TIMER1_CH3/I2C1_SDA/I2S_CKIN/USART2_RX/USBHS_ULPI_D4/ENET_MII_TX_EN/ENET_RMII_TX_EN/EVENTOUT,
31,NC,nc,,
32,VDD,power,,
33,PB12,gpio,TIMER0_BRKIN/I2C1_SMBA/SPI1_NSS/I2S1_WS/USART2_CK/CAN1_RX/USBHS_ULPI_D5/ENET_MII_TXD0/ENET_RMII_TXD0/USBHS_ID/EVENTOUT,
34,PB13,gpio,TIMER0_CH0_ON/SPI1_SCK/I2S1_CK/USART2_CTS/CAN1_TX/USBHS_ULPI_D6,
35,PB14,gpio,USBHS_VBUS/TIMER0_CH1_ON/TIMER7_CH1_ON/SPI1_MISO/I2S1_ADD_SD/USART2_RTS/TIMER11_CH0/USBHS_DM/EVENTOUT,
36,PB15,gpio,RTC_REFIN/TIMER0_CH2_ON/TIMER7_CH2_ON/SPI1_MOSI/I2S1_SD/TIMER11_CH1,
37,PC6,gpio,TIMER2_CH0/TIMER7_CH0/I2S1_MCK/USART5_TX/SDIO_D6/DCI_D0/EVENTOUT,
38,PC7,gpio,TIMER2_CH1/TIMER7_CH1/SPI1_SCK/I2S1_CK/I2S2_MCK/USART5_RX/SDIO_D7/DCI_D1/EVENTOUT,
39,PC8,gpio,TIMER2_CH2/TIMER7_CH2/USART5_CK/SDIO_D0/DCI_D2/EVENTOUT,
40,PC9,gpio,CK_OUT1/TIMER2_CH3/TIMER7_CH3/I2C2_SDA/I2S_CKIN/SDIO_D1/DCI_D3/EVENTOUT,
41,PA8,gpio,CK_OUT0/TIMER0_CH0/I2C2_SCL/USART0_CK/USBFS_SOF/SDIO_D1/EVENTOUT/CTC_SYNC,
42,PA9,gpio,TIMER0_CH1/I2C2_SMBA/SPI1_SCK/I2S1_CK/USART0_TX/SDIO_D2/DCI_D0/EVENTOUT/USBFS_VBUS,
43,PA10,gpio,TIMER0_CH2/USART0_RX/USBFS_ID/DCI_D1/EVENTOUT/I2C2_TXFRAME,
44,PA11,gpio,TIMER0_CH3/USART0_CTS/USART5_TX/CAN0_RX/USBFS_DM/EVENTOUT,
45,PA12,gpio,TIMER0_ETI/USART0_RTS/USART5_RX,
46,PA13,gpio,,
47,VSS,ground,,
48,VDD,power,,
49,PA14,gpio,,
50,PA15,gpio,,
51,PC10,gpio,SPI2_SCK/I2S2_CK/USART2_TX/UART3_TX/SDIO_D2/DCI_D8/EVENTOUT,
52,PC11,gpio,I2S2_ADD_SD/SPI2_MISO/USART2_RX/UART3_RX/SDIO_D3/DCI_D4/EVENTOUT,
53,PC12,gpio,I2C1_SDA/SPI2_MOSI/I2S2_SD/USART2_CK/UART4_TX/SDIO_CK/DCI_D9/EVENTOUT,
54,PD2,gpio,TIMER2_ETI/UART4_RX/SDIO_CMD/DCI_D11/EVENTOUT,
55,PB3,gpio,,
56,PB4,gpio,,
57,PB5,gpio,TIMER2_CH1/I2C0_SMBA/SPI0_MOSI/SPI2_MOSI/I2S2_SD/CAN1_RX/USBHS_ULPI_D7/ENET_PPS_OUT/DCI_D10/EVENTOUT,
58,PB6,gpio,TIMER3_CH0/I2C0_SCL/USART0_TX/CAN1_TX/DCI_D5/EVENTOUT,
59,PB7,gpio,TIMER3_CH1/I2C0_SDA/USART0_RX/DCI_VSYNC/EVENTOUT,
60,BOOT0,boot,,
61,PB8,gpio,,
62,PB9,gpio,TIMER1_CH0/TIMER1_ETI/TIMER3_CH2/TIMER9_CH0/I2C0_SCL/CAN0_RX/ENET_MII_TXD3/SDIO_D4/DCI_D6/EVENTOUT/TIMER1_CH1/TIMER3_CH3/TIMER10_CH0/I2C0_SDA/SPI1_NSS/I2S1_WS/CAN0_TX/SDIO_D5/DCI_D7,
63,VSS,ground,,
64,VDD,power,,
