PadNumber,PinName,PinType,Alternate,Remap
1,PE2,gpio,,
2,PE3,gpio,EVENTOUT,
3,PE4,gpio,DCI_D4/EVENTOUT,
4,PE5,gpio,TIMER8_CH0/DCI_D6/EVENTOUT,
5,PE6,gpio,TIMER8_CH1/DCI_D7/EVENTOUT,
6,VBAT,power,,
7,PC13-TAMPER-RTC,gpio,EVENTOUT/RTC_TAMP0/RTC_OUT/RTC_TS,
8,PC14-OSC32IN,gpio,EVENTOUT/OSC32IN,
9,PC15-OSC32OUT,gpio,EVENTOUT/OSC32OUT,
10,VSS,ground,,
11,VDD,power,,
12,PH0/OSCIN,gpio,,
13,PH1/OSCOUT,gpio,,
14,NRST,reset,,
15,PC0,gpio,USBHS_ULPI_STP/EVENTOUT/ADC012_IN10,
16,PC1,gpio,SPI2_MOSI/I2S2_SD/SPI1_MOSI/I2S1_SD/EVENTOUT/ADC012_IN11,
17,PC2,gpio,SPI1_MISO/I2S1_ADD_SD/USBHS_ULPI_DIR/EVENTOUT/ADC012_IN12,
18,PC3,gpio,,
19,VDD,power,,
20,VSSA,ground,,
21,VREFP,power,,
22,VDDA,power,,
23,PA0-WKUP,gpio,TIMER1_CH0/TIMER1_ETI/TIMER4_CH0/TIMER7_ETI/USART1_CTS/UART3_TX/EVENTOUT/ADC012_IN0/WKUP,
24,PA1,gpio,TIMER1_CH1/TIMER4_CH1/USART1_RTS/UART3_RX/EVENTOUT/ADC012_IN1,
25,PA2,gpio,TIMER1_CH2/TIMER4_CH2/TIMER8_CH0/I2S_CKIN/USART1_TX/EVENTOUT/ADC012_IN2,
26,PA3,gpio,TIMER1_CH3/TIMER4_CH3/TIMER8_CH1/I2S1_MCK/USART1_RX/USBHS_ULPI_D0/EVENTOUT/ADC012_IN3,
27,VSS,ground,,
28,VDD,power,,
29,PA4,gpio,SPI0_NSS/SPI2_NSS/I2S2_WS/USART1_CK/USBHS_SOF/DCI_HSYNC/EVENTOUT/ADC01_IN4/DAC0_OUT0,
30,PA5,gpio,TIMER1_CH0/TIMER1_ETI/TIMER7_CH0_ON/SPI0_SCK/USBHS_ULPI_CK/EVENTOUT/ADC01_IN5/DAC0_OUT1,
31,PA6,gpio,TIMER0_BRKIN/TIMER2_CH0/TIMER7_BRKIN/SPI0_MISO/I2S1_MCK/TIMER12_CH0/SDIO_CMD/DCI_PIXCLK/EVENTOUT/ADC01_IN6,
32,PA7,gpio,TIMER0_CH0_ON/TIMER2_CH1/TIMER7_CH0_ON,
33,PC4,gpio,ADC01_IN7/EVENTOUT/ADC01_IN14,
34,PC5,gpio,USART2_RX/EVENTOUT/ADC01_IN15,
35,PB0,gpio,TIMER0_CH1_ON/TIMER2_CH2/TIMER7_CH1_ON/SPI2_MOSI/I2S2_SD/USBHS_ULPI_D1/SDIO_D1/EVENTOUT/ADC01_IN8/IREF,
36,PB1,gpio,TIMER0_CH2_ON/TIMER2_CH3/TIMER7_CH2_ON/USBHS_ULPI_D2/SDIO_D2/EVENTOUT/ADC01_IN9,
37,PB2,gpio,,
38,PE7,gpio,TIMER0_ETI/EVENTOUT,
39,PE8,gpio,TIMER0_CH0_ON/EVENTOUT,
40,PE9,gpio,TIMER0_CH0/EVENTOUT,
41,PE10,gpio,TIMER0_CH1_ON/EVENTOUT,
42,PE11,gpio,TIMER0_CH1/EVENTOUT,
43,PE12,gpio,TIMER0_CH2_ON/EVENTOUT,
44,PE13,gpio,TIMER0_CH2/EVENTOUT,
45,PE14,gpio,TIMER0_CH3/EVENTOUT,
46,PE15,gpio,TIMER0_BRKIN/EVENTOUT,
47,PB10,gpio,TIMER1_CH2/I2C1_SCL/SPI1_SCK/I2S1_CK,
48,PB11,gpio,TIMER1_CH3/I2C1_SDA/I2S_CKIN/USART2_RX/USBHS_ULPI_D4/EVENTOUT,
49,NC,nc,,
50,VDD,power,,
51,PB12,gpio,TIMER0_BRKIN/I2C1_SMBA/SPI1_NSS/I2S1_WS/USART2_CK/CAN1_RX/USBHS_ULPI_D5/USBHS_ID/EVENTOUT,
52,PB13,gpio,TIMER0_CH0_ON/SPI1_SCK/I2S1_CK/USART2_CTS/CAN1_TX/USBHS_ULPI_D6/EVENTOUT/I2C1_TXFRAME/USBHS_VBUS,
53,PB14,gpio,TIMER0_CH1_ON/TIMER7_CH1_ON/SPI1_MISO/I2S1_ADD_SD/USART2_RTS/TIMER11_CH0/USBHS_DM/EVENTOUT,
54,PB15,gpio,RTC_REFIN/TIMER0_CH2_ON/TIMER7_CH2_ON,
55,PD8,gpio,USART2_TX/EVENTOUT,
56,PD9,gpio,USART2_RX/EVENTOUT,
57,PD10,gpio,USART2_CK/EVENTOUT,
58,PD11,gpio,USART2_CTS/EVENTOUT,
59,PD12,gpio,TIMER3_CH0/USART2_RTS/EVENTOUT,
60,PD13,gpio,TIMER3_CH1/EVENTOUT,
