PadNumber,PinName,PinType,Alternate,Remap
81,PD12,gpio,TIMER3_CH0/USART2_RTS/EVENTOUT,
82,PD13,gpio,TIMER3_CH1/EVENTOUT,
83,VSS,ground,,
84,VDD,power,,
85,PD14,gpio,TIMER3_CH2/EVENTOUT,
86,PD15,gpio,TIMER3_CH3/EVENTOUT/CTC_SYNC,
87,PG2,gpio,EVENTOUT,
88,PG3,gpio,EVENTOUT,
89,PG4,gpio,EVENTOUT,
90,PG5,gpio,EVENTOUT,
91,PG6,gpio,DCI_D12/EVENTOUT,
92,PG7,gpio,USART5_CK/DCI_D13/EVENTOUT,
93,PG8,gpio,USART5_RTS/EVENTOUT,
94,VSS,ground,,
95,VDD,power,,
96,PC6,gpio,TIMER2_CH0/TIMER7_CH0/I2S1_MCK/USART5_TX/SDIO_D6/DCI_D0/EVENTOUT,
97,PC7,gpio,TIMER2_CH1/TIMER7_CH1/SPI1_SCK/I2S1_CK/I2S2_MCK/USART5_RX/SDIO_D7/DCI_D1/EVENTOUT,
98,PC8,gpio,,
99,PC9,gpio,TIMER2_CH2/TIMER7_CH2/USART5_CK/SDIO_D0/DCI_D2/EVENTOUT/CK_OUT1/TIMER2_CH3/TIMER7_CH3/I2C2_SDA/I2S_CKIN/SDIO_D1/DCI_D3,
100,PA8,gpio,CK_OUT0/TIMER0_CH0/I2C2_SCL/USART0_CK/USBFS_SOF/SDIO_D1/EVENTOUT/CTC_SYNC,
101,PA9,gpio,TIMER0_CH1/I2C2_SMBA/SPI1_SCK/I2S1_CK/USART0_TX/SDIO_D2/DCI_D0/EVENTOUT/USBFS_VBUS,
102,PA10,gpio,TIMER0_CH2/I2C2_TXFRAME/USART0_RX/USBFS_ID/DCI_D1/EVENTOUT,
103,PA11,gpio,TIMER0_CH3/USART0_CTS/USART5_TX/CAN0_RX/USBFS_DM/EVENTOUT,
104,PA12,gpio,TIMER0_ETI/USART0_RTS/USART5_RX,
105,PA13,gpio,,
106,NC,nc,,
107,VSS,ground,,
108,VDD,power,,
109,PA14,gpio,,
110,PA15,gpio,,
111,PC10,gpio,SPI2_SCK/I2S2_CK/USART2_TX/UART3_TX/SDIO_D2/DCI_D8/EVENTOUT,
112,PC11,gpio,I2S2_ADD_SD/SPI2_MISO/USART2_RX/UART3_RX/SDIO_D3/DCI_D4/EVENTOUT,
113,PC12,gpio,I2C1_SDA/SPI2_MOSI/I2S2_SD/USART2_CK/UART4_TX/SDIO_CK/DCI_D9/EVENTOUT,
114,PD0,gpio,SPI2_MOSI/I2S2_SD/CAN0_RX/EVENTOUT,
115,PD1,gpio,SPI1_NSS/I2S1_WS/CAN0_TX/EVENTOUT,
116,PD2,gpio,TIMER2_ETI/UART4_RX/SDIO_CMD/DCI_D11/EVENTOUT,
117,PD3,gpio,SPI1_SCK/I2S1_CK/USART1_CTS/DCI_D5/EVENTOUT,
118,PD4,gpio,USART1_RTS/EVENTOUT,
119,PD5,gpio,USART1_TX/EVENTOUT,
120,VSS,ground,,
121,VDD,power,,
122,PD6,gpio,SPI2_MOSI/I2S2_SD/USART1_RX/DCI_D10/EVENTOUT,
123,PD7,gpio,USART1_CK/EVENTOUT,
124,PG9,gpio,USART5_RX/DCI_VSYNC/EVENTOUT,
125,PG10,gpio,DCI_D2/EVENTOUT,
126,PG11,gpio,DCI_D3/EVENTOUT,
127,PG12,gpio,USART5_RTS/EVENTOUT,
128,PG13,gpio,USART5_CTS/EVENTOUT,
129,PG14,gpio,USART5_TX/EVENTOUT,
130,VSS,ground,,
131,VDD,power,,
132,PG15,gpio,USART5_CTS/DCI_D13/EVENTOUT,
133,PB3,gpio,,
134,PB4,gpio,,
135,PB5,gpio,TIMER2_CH1/I2C0_SMBA/SPI0_MOSI/SPI2_MOSI/I2S2_SD/CAN1_RX/USBHS_ULPI_D7/DCI_D10/EVENTOUT,
136,PB6,gpio,TIMER3_CH0/I2C0_SCL/USART0_TX/CAN1_TX/DCI_D5/EVENTOUT,
137,PB7,gpio,TIMER3_CH1/I2C0_SDA/USART0_RX/DCI_VSYNC/EVENTOUT,
138,BOOT0,boot,,
139,PB8,gpio,TIMER1_CH0/TIMER1_ETI/TIMER3_CH2/TIMER9_CH0/I2C0_SCL/CAN0_RX/SDIO_D4/DCI_D6/EVENTOUT,
140,PB9,gpio,TIMER1_CH1/TIMER3_CH3/TIMER10_CH0/I2C0_SDA/SPI1_NSS/I2S1_WS/CAN0_TX/SDIO_D5/DCI_D7/EVENTOUT,
141,PE0,gpio,TIMER3_ETI/DCI_D2/EVENTOUT,
142,PE1,gpio,TIMER0_CH1_ON/DCI_D3/EVENTOUT,
143,PDR_ON,power,,
144,VDD,power,,
