BallName,PinName,PinType,Alternate,Remap
L2,PA0-WKUP,gpio,WKUP/USART1_CTS/ADC012_IN0/TIMER1_CH0/TIMER1_ETI/TIMER4_CH0/TIMER7_ETI,
L3,PA3,gpio,USART1_RX/ADC012_IN3/TIMER1_CH3/TIMER4_CH3/TIMER8_CH1/SPI0_IO3,
L4,PA6,gpio,SPI0_MISO/ADC01_IN6/TIMER2_CH0/TIMER7_BRKIN/TIMER12_CH0,TIMER0_BRKIN
L5,PC5,gpio,ADC01_IN15,
L6,PB2,gpio,,
L7,PE8,gpio,EXMC_D5,TIMER0_CH0_ON
L8,PE10,gpio,EXMC_D7,TIMER0_CH1_ON
L9,PE12,gpio,EXMC_D9,TIMER0_CH2_ON
L10,PB10,gpio,I2C1_SCL/USART2_TX,TIMER1_CH2
L11,PD8,gpio,EXMC_D13,USART2_TX
L12,PB12,gpio,SPI1_NSS/I2C1_SMBA/USART2_CK/TIMER0_BRKIN/I2S1_WS/CAN1_RX,
M1,VDDA,power,,
M2,PA1,gpio,USART1_RTS/ADC012_IN1/TIMER1_CH1/TIMER4_CH1,
M3,PA4,gpio,SPI0_NSS/USART1_CK/ADC01_IN4/DAC_OUT0,SPI2_NSS/I2S2_WS
M4,PA7,gpio,SPI0_MOSI/ADC01_IN7/TIMER2_CH1/TIMER7_CH0_ON/TIMER13_CH0,TIMER0_CH0_ON
M5,PB0,gpio,ADC01_IN8/TIMER2_CH2/TIMER7_CH1_ON,TIMER0_CH1_ON
M6,PB1,gpio,ADC01_IN9/TIMER2_CH3/TIMER7_CH2_ON,TIMER0_CH2_ON
M7,PE7,gpio,EXMC_D4,TIMER0_ETI
M8,PE9,gpio,EXMC_D6,TIMER0_CH0
M9,PE11,gpio,EXMC_D8,TIMER0_CH1
M10,PE13,gpio,EXMC_D10,TIMER0_CH2
M11,PE14,gpio,EXMC_D11,TIMER0_CH3
M12,PE15,gpio,EXMC_D12,TIMER0_BRKIN
