PadNumber,PinName,PinType,Alternate,Remap
32,PC0,gpio,SAI0_MCLK_1/USBHS_ULPI_STP/EXMC_SDNWE/TIMER7_CH2_ON/EVENTOUT/ADC012_IN10,
33,PC1,gpio,SPI2_MOSI/I2S2_SD/SAI0_SD_0/SPI1_MOSI/I2S1_SD/ETH_MDC/EVENTOUT/ADC012_IN11,
34,PC2,gpio,SPI1_MISO/I2S1_ADD_SD/USBHS_ULPI_DIR/ETH_MII_TXD2/EXMC_SDNE0/EVENTOUT/ADC012_IN12,
35,PC3,gpio,SPI1_MOSI/I2S1_SD/USBHS_ULPI_NXT/ETH_MII_TX_CLK/EXMC_SDCKE0/EVENTOUT/ADC012_IN13,
36,VDD,power,,
37,VSSA,ground,,
38,VREFP,power,,
39,VDDA,power,,
40,PA0-WKUP,gpio,TIMER1_CH0/TIMER1_ETI/TIMER4_CH0/TIMER7_ETI/USART1_CTS/UART3_TX/ETH_MII_CRS/EVENTOUT/ADC012_IN0/WKUP,
41,PA1,gpio,TIMER1_CH1/TIMER4_CH1/SPI3_MOSI/USART1_RTS/UART3_RX/ETH_MII_RX_CLK/ETH_RMII_REF_CLK/EVENTOUT/ADC012_IN1,
42,PA2,gpio,TIMER1_CH2/TIMER4_CH2/TIMER8_CH0/I2S_CKIN/USART1_TX/ETH_MDIO/EVENTOUT/ADC012_IN2,
43,PH2,gpio,ETH_MII_CRS/EXMC_SDCKE0/TLI_R0/EVENTOUT,
44,PH3,gpio,ETH_MII_COL/EXMC_SDNE0/TLI_R1/I2C1_TXFRAME/EVENTOUT,
45,PH4,gpio,I2C1_SCL/USBHS_ULPI_NXT/SPI5_IO3/SPI5_SCK/EVENTOUT,
46,PH5,gpio,I2C1_SDA/SPI4_NSS/EXMC_SDNWE,
47,PA3,gpio,TIMER1_CH3/TIMER4_CH3/TIMER8_CH1/I2S1_MCK/SAI0_FS_0/USART1_RX/USBHS_ULPI_D0/ETH_MII_COL/TLI_B5/I2C3_SDA/EVENTOUT/ADC012_IN3,
48,NC,nc,,
49,VDD,power,,
50,PA4,gpio,SPI0_NSS/SPI2_NSS/I2S2_WS/USART1_CK/USBHS_SOF/DCI_HSYNC/TLI_VSYNC/TIMER7_CH1_ON/EVENTOUT/ADC01_IN4/DAC0_OUT0,
51,PA5,gpio,TIMER1_CH0/TIMER1_ETI/TIMER7_CH0_ON/SPI0_SCK/USBHS_ULPI_CK/EVENTOUT/ADC01_IN5/DAC0_OUT1,
52,PA6,gpio,TIMER0_BRKIN/TIMER2_CH0/TIMER7_BRKIN/SPI0_MISO/I2S1_MCK/TIMER12_CH0/SDIO_CMD/DCI_PIXCLK/TLI_G2/SPI4_NSS/EVENTOUT/ADC01_IN6,
53,PA7,gpio,TIMER0_CH0_ON/TIMER2_CH1/TIMER7_CH0_ON/SPI0_MOSI/TIMER13_CH0/ETH_MII_RX_DV/ETH_RMII_CRS_DV/EXMC_SDNWE/EVENTOUT/ADC01_IN7,
54,PC4,gpio,ETH_MII_RXD0/ETH_RMII_RXD0/EXMC_SDNE0/EVENTOUT/ADC01_IN14,
55,PC5,gpio,USART2_RX/ETH_MII_RXD1/ETH_RMII_RXD1/EXMC_SDCKE0/EVENTOUT/ADC01_IN15,
56,PB0,gpio,TIMER0_CH1_ON/TIMER2_CH2/TIMER7_CH1_ON/SPI4_SCK/SPI2_MOSI/I2S2_SD/TLI_R3/USBHS_ULPI_D1/ETH_MII_RXD2/SDIO_D1/EVENTOUT/ADC01_IN8/IREF,
57,PB1,gpio,TIMER0_CH2_ON/TIMER2_CH3,
58,PB2,gpio,ADC01_IN9,
59,PF11,gpio,SPI4_MOSI/EXMC_SDNRAS/DCI_D12/I2C5_SCL/EVENTOUT,
60,PF12,gpio,EXMC_A6/I2C5_SDA/EVENTOUT,
61,VSS,ground,,
62,VDD,power,,
63,PF13,gpio,EXMC_A7/I2C3_SMBA/EVENTOUT,
64,PF14,gpio,EXMC_A8/I2C3_SCL/SPI1_MOSI/EVENTOUT,
65,PF15,gpio,EXMC_A9/I2C3_SDA/TIMER0_CH3/EVENTOUT,
66,PG0,gpio,EXMC_A10/I2C3_SDA/TIMER0_CH3_ON/EVENTOUT,
67,PG1,gpio,EXMC_A11/I2C3_SCL/TIMER7_CH2/EVENTOUT,
68,PE7,gpio,TIMER0_ETI/UART6_RX/EXMC_D4/TIMER0_CH1/EVENTOUT,
69,PE8,gpio,TIMER0_CH0_ON/UART6_TX/EXMC_D5/SPI5_IO2/USART2_TX/EVENTOUT,
70,PE9,gpio,TIMER0_CH0/EXMC_D6/EVENTOUT,
71,VSS,ground,,
72,VDD,power,,
73,PE10,gpio,TIMER0_CH1_ON/EXMC_D7/EVENTOUT,
74,PE11,gpio,TIMER0_CH1/SPI3_NSS/SPI4_NSS/EXMC_D8/TLI_G3/EVENTOUT,
75,PE12,gpio,TIMER0_CH2_ON/SPI3_SCK/SPI4_SCK/EXMC_D9/TLI_B4/EVENTOUT,
76,PE13,gpio,TIMER0_CH2/SPI3_MISO/SPI4_MISO,
77,PE14,gpio,TIMER0_CH3/SPI3_MOSI/SPI4_MOSI/EXMC_D11/TLI_PIXCLK/EVENTOUT,
78,PE15,gpio,TIMER0_BRKIN/EXMC_D12/TLI_R7/EVENTOUT,
79,PB10,gpio,TIMER1_CH2/I2C1_SCL/SPI1_SCK/I2S1_CK/I2S2_MCK/USART2_TX/USBHS_ULPI_D3/ETH_MII_RX_ER/SDIO_D7/TLI_G4/EVENTOUT,
80,PB11,gpio,TIMER1_CH3/I2C1_SDA/I2S_CKIN/USART2_RX/USBHS_ULPI_D4/ETH_MII_TX_EN/ETH_RMII_TX_EN/TLI_G5/EVENTOUT,
81,NC,nc,,
82,VDD,power,,
83,PH6,gpio,I2C1_SMBA/SPI4_SCK/TIMER11_CH0/ETH_MII_RXD2/EXMC_SDNE1/DCI_D8/EVENTOUT,
84,PH7,gpio,I2C2_SCL/SPI4_MISO/ETH_MII_RXD3/EXMC_SDCKE1/DCI_D9/EVENTOUT,
85,PH8,gpio,I2C2_SDA/EXMC_D16/DCI_HSYNC/TLI_R2/I2C3_SMBA/EVENTOUT,
86,PH9,gpio,I2C2_SMBA/TIMER11_CH1/EXMC_D17/DCI_D0/TLI_R3/EVENTOUT,
87,PH10,gpio,TIMER4_CH0/EXMC_D18/DCI_D1/TLI_R4/I2C2_TXFRAME/EVENTOUT,
88,PH11,gpio,TIMER4_CH1/EXMC_D19/DCI_D2/TLI_R5/I2C3_SCL/EVENTOUT,
89,PH12,gpio,TIMER4_CH2/EXMC_D20/DCI_D3/TLI_R6/I2C3_SDA/EVENTOUT,
90,VSS,ground,,
91,VDD,power,,
92,PB12,gpio,TIMER0_BRKIN/I2C1_SMBA/SPI1_NSS/I2S1_WS/SPI3_NSS/USART2_CK/CAN1_RX/USBHS_ULPI_D5/ETH_MII_TXD0/ETH_RMII_TXD0/USBHS_ID/SPI5_MISO/EVENTOUT,
93,PB13,gpio,TIMER0_CH0_ON/SPI1_SCK/I2S1_CK/SPI3_SCK/USART2_CTS/CAN1_TX/USBHS_ULPI_D6/ETH_MII_TXD1/ETH_RMII_TXD1/I2C1_TXFRAME/EVENTOUT/USBHS_VBUS,
94,PB14,gpio,TIMER0_CH1_ON/TIMER7_CH1_ON/SPI1_MISO/I2S1_ADD_SD/USART2_RTS/TIMER11_CH0/USBHS_DM/EVENTOUT,
95,PB15,gpio,RTC_REFIN/TIMER0_CH2_ON/TIMER7_CH2_ON/SPI1_MOSI/I2S1_SD/TIMER11_CH1/USBHS_DP/EVENTOUT,
96,PD8,gpio,USART2_TX/EXMC_D13/EVENTOUT,
97,PD9,gpio,USART2_RX/EXMC_D14/SPI2_NSS/EVENTOUT,
98,PD10,gpio,USART2_CK/EXMC_D15/TLI_B3/SPI5_SCK/EVENTOUT,
99,PD11,gpio,USART2_CTS/EXMC_A16/EXMC_CLE/EVENTOUT,
100,PD12,gpio,TIMER3_CH0/USART2_RTS/EXMC_A17/EXMC_ALE/TIMER0_CH1/EVENTOUT,
101,PD13,gpio,TIMER3_CH1/EXMC_A18/EVENTOUT,
102,VSS,ground,,
103,VDD,power,,
104,PD14,gpio,TIMER3_CH2/EXMC_D0/TIMER7_CH1/EVENTOUT,
105,PD15,gpio,TIMER3_CH3/EXMC_D1/CTC_SYNC/USART2_RX/EVENTOUT,
106,PG2,gpio,EXMC_A12/EVENTOUT,
107,PG3,gpio,EXMC_A13/EVENTOUT,
108,PG4,gpio,EXMC_A14/SPI5_NSS/EVENTOUT,
109,PG5,gpio,,
110,PG6,gpio,EXMC_A15/EVENTOUT/EXMC_INT1/DCI_D12/TLI_R7/I2C4_SMBA,
111,PG7,gpio,USART5_CK/EXMC_INT2/DCI_D13/TLI_PIXCLK/I2C4_SCL/EVENTOUT,
112,PG8,gpio,SPI5_NSS/USART5_RTS/ETH_PPS_OUT/EXMC_SDCLK/I2C4_SDA/EVENTOUT,
113,VSS,ground,,
114,VDD,power,,
115,PC6,gpio,TIMER2_CH0/TIMER7_CH0/I2S1_MCK/USART5_TX/SDIO_D6/DCI_D0/TLI_HSYNC/TIMER7_CH0_ON/EVENTOUT,
116,PC7,gpio,TIMER2_CH1/TIMER7_CH1/SPI1_SCK/I2S1_CK/I2S2_MCK/USART5_RX/SDIO_D7/DCI_D1/TLI_G6/EVENTOUT,
117,PC8,gpio,TIMER2_CH2/TIMER7_CH2/USART5_CK/SDIO_D0/DCI_D2/EVENTOUT,
118,PC9,gpio,CK_OUT1/TIMER2_CH3/TIMER7_CH3/I2C2_SDA/I2S_CKIN/SDIO_D1/DCI_D3/TIMER0_CH1_ON/EVENTOUT,
119,PA8,gpio,CK_OUT0/TIMER0_CH0/I2C2_SCL/USART0_CK/USBFS_SOF/SDIO_D1/TLI_R6/CTC_SYNC/EVENTOUT,
120,PA9,gpio,TIMER0_CH1/I2C2_SMBA/SPI1_SCK/I2S1_CK/SAI0_SD_1/USART0_TX/SDIO_D2/DCI_D0/EVENTOUT/USBFS_VBUS,
121,PA10,gpio,TIMER0_CH2/SPI4_MOSI/USART0_RX/USBFS_ID/DCI_D1/I2C2_TXFRAME/EVENTOUT,
122,PA11,gpio,TIMER0_CH3/SPI3_MISO/USART0_CTS/USART5_TX/CAN0_RX/USBFS_DM/TLI_R4/EVENTOUT,
123,PA12,gpio,TIMER0_ETI/SPI4_MISO/USART0_RTS,
124,PA13,gpio,,
125,NC,nc,,
126,VSS,ground,,
127,VDD,power,,
128,PH13,gpio,TIMER7_CH0_ON/CAN0_TX/EXMC_D21/TLI_G2/EVENTOUT,
129,PH14,gpio,TIMER7_CH1_ON/EXMC_D22/DCI_D4/TLI_G3/I2C5_SCL/EVENTOUT,
130,PH15,gpio,TIMER7_CH2_ON/EXMC_D23/DCI_D11/TLI_G4/I2C5_SDA/EVENTOUT,
131,PI0,gpio,TIMER4_CH3/SPI1_NSS/I2S1_WS/EXMC_D24/DCI_D13/TLI_G5/EVENTOUT,
132,PI1,gpio,SPI1_SCK/I2S1_CK/EXMC_D25/DCI_D8/TLI_G6/SPI1_NSS/EVENTOUT,
133,PI2,gpio,TIMER7_CH3/SPI1_MISO/I2S1_ADD_SD/EXMC_D26/DCI_D9/TLI_G7/EVENTOUT,
134,PI3,gpio,TIMER7_ETI/SPI1_MOSI/I2S1_SD/EXMC_D27/DCI_D10/TIMER0_CH0/EVENTOUT,
135,VSS,ground,,
136,VDD,power,,
137,PA14,gpio,,
138,PA15,gpio,,
139,PC10,gpio,SPI2_SCK/I2S2_CK/USART2_TX/UART3_TX/SDIO_D2/DCI_D8/TLI_R2/EVENTOUT,
140,PC11,gpio,I2S2_ADD_SD/SPI2_MISO/USART2_RX/UART3_RX/SDIO_D3/DCI_D4/EVENTOUT,
141,PC12,gpio,I2C1_SDA/SPI2_MOSI/I2S2_SD/USART2_CK/UART4_TX/SDIO_CK/DCI_D9/EVENTOUT,
142,PD0,gpio,SPI3_MISO/SPI2_MOSI/I2S2_SD/CAN0_RX/EXMC_D2/EVENTOUT,
143,PD1,gpio,,
144,PD2,gpio,SPI1_NSS/I2S1_WS/CAN0_TX/EXMC_D3/TIMER7_CH3_ON/EVENTOUT/TIMER2_ETI/UART4_RX/SDIO_CMD/DCI_D11,
145,PD3,gpio,SPI1_SCK/I2S1_CK/USART1_CTS/EXMC_CLK/DCI_D5/TLI_G7/EVENTOUT,
146,PD4,gpio,USART1_RTS/EXMC_NOE/EVENTOUT/I2C3_SCL,
147,PD5,gpio,USART1_TX/EXMC_NWE/EVENTOUT,
148,VSS,ground,,
149,VDD,power,,
150,PD6,gpio,SPI2_MOSI/I2S2_SD/SAI0_SD_0/USART1_RX/EXMC_NWAIT/DCI_D10/TLI_B2/TIMER0_CH2_ON/EVENTOUT,
151,PD7,gpio,USART1_CK/EXMC_NE0/EXMC_NCE1/EVENTOUT,
152,PG9,gpio,USART5_RX/EXMC_NE1/EXMC_NCE2/DCI_VSYNC/EVENTOUT,
153,PG10,gpio,SPI5_IO2/TLI_G3/EXMC_NCE3_0/EXMC_NE2/DCI_D2/TLI_B2/EVENTOUT,
154,PG11,gpio,SPI5_IO3/SPI3_SCK/ETH_MII_TX_EN/ETH_RMII_TX_EN/EXMC_NCE3_1/DCI_D3/TLI_B3/EVENTOUT,
155,PG12,gpio,SPI5_MISO/SPI3_MISO/USART5_RTS/TLI_B4/EXMC_NE3/TLI_B1/EVENTOUT,
156,PG13,gpio,SPI5_SCK/SPI3_MOSI/USART5_CTS/ETH_MII_TXD0/ETH_RMII_TXD0/EXMC_A24/EVENTOUT,
157,PG14,gpio,SPI5_MOSI/SPI3_NSS/USART5_TX/ETH_MII_TXD1/ETH_RMII_TXD1/EXMC_A25/I2C4_SCL/EVENTOUT,
158,VSS,ground,,
159,VDD,power,,
160,PG15,gpio,,
161,PB3,gpio,USART5_CTS/EXMC_SDNCAS/DCI_D13/I2C5_SMBA/EVENTOUT,
162,PB4,gpio,,
163,PB5,gpio,TIMER2_CH1/I2C0_SMBA/SPI0_MOSI/SPI2_MOSI/I2S2_SD/CAN1_RX/USBHS_ULPI_D7/ETH_PPS_OUT/EXMC_SDCKE1/DCI_D10/SPI0_NSS/EVENTOUT,
164,PB6,gpio,TIMER3_CH0/I2C0_SCL/SPI5_MOSI/USART0_TX/CAN1_TX/EXMC_SDNE1/DCI_D5/EVENTOUT,
165,PB7,gpio,TIMER3_CH1/I2C0_SDA/USART0_RX/EXMC_NL/EXMC_NADV/DCI_VSYNC/EVENTOUT,
166,BOOT0,boot,,
167,PB8,gpio,TIMER1_CH0/TIMER1_ETI/TIMER3_CH2/TIMER9_CH0/I2C0_SCL/SPI5_NSS/SPI4_MOSI/CAN0_RX/ETH_MII_TXD3/SDIO_D4/DCI_D6/TLI_B6/EVENTOUT,
168,PB9,gpio,TIMER1_CH1/TIMER3_CH3/TIMER10_CH0/I2C0_SDA/SPI1_NSS/I2S1_WS/SAI0_FS_1/CAN0_TX/SDIO_D5/DCI_D7/TLI_B7/EVENTOUT,
169,PE0,gpio,TIMER3_ETI/SPI0_MOSI/UART7_RX/EXMC_NBL0/DCI_D2/EVENTOUT,
170,PE1,gpio,TIMER0_CH1_ON/UART7_TX/EXMC_NBL1/DCI_D3/TIMER7_CH3/EVENTOUT,
171,PDR_ON,power,,
172,VDD,power,,
173,PI4,gpio,TIMER7_BRKIN/SPI4_MOSI/EXMC_NBL2/DCI_D5/TLI_B4/EVENTOUT,
174,PI5,gpio,TIMER7_CH0/EXMC_NBL3/DCI_VSYNC/TLI_B5/SPI2_MOSI/I2C5_SCL/EVENTOUT,
175,PI6,gpio,TIMER7_CH1/EXMC_D28/DCI_D6/TLI_B6/EVENTOUT,
176,PI7,gpio,TIMER7_CH2/EXMC_D29/DCI_D7/TLI_B7/I2C5_SDA/EVENTOUT,
