PadNumber,PinName,PinType,Alternate,Remap
29,PC3,gpio,SPI1_MOSI/I2S1_SD/USBHS_ULPI_NXT/ETH_MII_TX_CLK/EXMC_SDCKE0/EVENTOUT/ADC012_IN13,
30,VDD,power,,
31,VSSA,ground,,
32,VREFP,power,,
33,VDDA,power,,
34,PA0-WKUP,gpio,TIMER1_CH0/TIMER1_ETI/TIMER4_CH0/TIMER7_ETI/USART1_CTS/UART3_TX/ETH_MII_CRS/EVENTOUT/ADC012_IN0/WKUP,
35,PA1,gpio,TIMER1_CH1/TIMER4_CH1/SPI3_MOSI/USART1_RTS/UART3_RX/ETH_MII_RX_CLK/ETH_RMII_REF_CLK/EVENTOUT/ADC012_IN1,
36,PA2,gpio,TIMER1_CH2/TIMER4_CH2/TIMER8_CH0/I2S_CKIN/USART1_TX/ETH_MDIO/EVENTOUT/ADC012_IN2,
37,PA3,gpio,TIMER1_CH3/TIMER4_CH3/TIMER8_CH1/I2S1_MCK/SAI0_FS_0/USART1_RX/USBHS_ULPI_D0/ETH_MII_COL/TLI_B5/I2C3_SDA/EVENTOUT/ADC012_IN3,
38,VSS,ground,,
39,VDD,power,,
40,PA4,gpio,SPI0_NSS/SPI2_NSS/I2S2_WS/USART1_CK/USBHS_SOF/DCI_HSYNC/TLI_VSYNC/TIMER7_CH1_ON/EVENTOUT/ADC01_IN4/DAC0_OUT0,
41,PA5,gpio,TIMER1_CH0/TIMER1_ETI/TIMER7_CH0_ON,
42,PA6,gpio,ADC01_IN5/DAC0_OUT1/TIMER0_BRKIN/TIMER2_CH0/TIMER7_BRKIN/SPI0_MISO/I2S1_MCK/TIMER12_CH0/SDIO_CMD/DCI_PIXCLK/TLI_G2/SPI4_NSS/EVENTOUT/ADC01_IN6,
43,PA7,gpio,TIMER0_CH0_ON/TIMER2_CH1/TIMER7_CH0_ON/SPI0_MOSI/TIMER13_CH0/ETH_MII_RX_DV/ETH_RMII_CRS_DV/EXMC_SDNWE/EVENTOUT/ADC01_IN7,
44,PC4,gpio,ETH_MII_RXD0/ETH_RMII_RXD0/EXMC_SDNE0/EVENTOUT/ADC01_IN14,
45,PC5,gpio,USART2_RX/ETH_MII_RXD1/ETH_RMII_RXD1/EXMC_SDCKE0/EVENTOUT/ADC01_IN15,
46,PB0,gpio,TIMER0_CH1_ON/TIMER2_CH2/TIMER7_CH1_ON/SPI4_SCK/SPI2_MOSI/I2S2_SD/TLI_R3/USBHS_ULPI_D1/ETH_MII_RXD2/SDIO_D1/EVENTOUT/ADC01_IN8/IREF,
47,PB1,gpio,TIMER0_CH2_ON/TIMER2_CH3/TIMER7_CH2_ON/SPI4_NSS/TLI_R6/USBHS_ULPI_D2/ETH_MII_RXD3/SDIO_D2/EVENTOUT/TIMER0_CH2/ADC01_IN9,
48,PB2,gpio,,
49,PF11,gpio,SPI4_MOSI/EXMC_SDNRAS/DCI_D12/I2C5_SCL/EVENTOUT,
50,PF12,gpio,EXMC_A6/I2C5_SDA/EVENTOUT,
51,VSS,ground,,
52,VDD,power,,
53,PF13,gpio,EXMC_A7/I2C3_SMBA/EVENTOUT,
54,PF14,gpio,EXMC_A8/I2C3_SCL/SPI1_MOSI/EVENTOUT,
55,PF15,gpio,EXMC_A9/I2C3_SDA/TIMER0_CH3/EVENTOUT,
56,PG0,gpio,EXMC_A10/I2C3_SDA/TIMER0_CH3_ON/EVENTOUT,
57,PG1,gpio,EXMC_A11/I2C3_SCL/TIMER7_CH2/EVENTOUT,
58,PE7,gpio,TIMER0_ETI/UART6_RX/EXMC_D4/TIMER0_CH1/EVENTOUT,
59,PE8,gpio,TIMER0_CH0_ON/UART6_TX/EXMC_D5/SPI5_IO2/USART2_TX/EVENTOUT,
60,PE9,gpio,TIMER0_CH0/EXMC_D6/EVENTOUT,
61,VSS,ground,,
62,VDD,power,,
63,PE10,gpio,TIMER0_CH1_ON/EXMC_D7/EVENTOUT,
64,PE11,gpio,TIMER0_CH1/SPI3_NSS/SPI4_NSS/EXMC_D8/TLI_G3/EVENTOUT,
65,PE12,gpio,TIMER0_CH2_ON/SPI3_SCK/SPI4_SCK/EXMC_D9/TLI_B4/EVENTOUT,
66,PE13,gpio,TIMER0_CH2/SPI3_MISO/SPI4_MISO/EXMC_D10/TLI_DE/EVENTOUT,
67,PE14,gpio,TIMER0_CH3/SPI3_MOSI/SPI4_MOSI/EXMC_D11/TLI_PIXCLK/EVENTOUT,
68,PE15,gpio,TIMER0_BRKIN/EXMC_D12/TLI_R7/EVENTOUT,
69,PB10,gpio,TIMER1_CH2/I2C1_SCL/SPI1_SCK/I2S1_CK/I2S2_MCK/USART2_TX/USBHS_ULPI_D3/ETH_MII_RX_ER/SDIO_D7/TLI_G4/EVENTOUT,
70,PB11,gpio,TIMER1_CH3/I2C1_SDA/I2S_CKIN/USART2_RX/USBHS_ULPI_D4/ETH_MII_TX_EN/ETH_RMII_TX_EN/TLI_G5/EVENTOUT,
71,NC,nc,,
72,VDD,power,,
73,PB12,gpio,TIMER0_BRKIN/I2C1_SMBA/SPI1_NSS/I2S1_WS/SPI3_NSS/USART2_CK/CAN1_RX/USBHS_ULPI_D5/ETH_MII_TXD0/ETH_RMII_TXD0/USBHS_ID/SPI5_MISO/EVENTOUT,
74,PB13,gpio,TIMER0_CH0_ON/SPI1_SCK/I2S1_CK/SPI3_SCK/USART2_CTS/CAN1_TX/USBHS_ULPI_D6/ETH_MII_TXD1/ETH_RMII_TXD1/I2C1_TXFRAME/EVENTOUT/USBHS_VBUS,
75,PB14,gpio,TIMER0_CH1_ON/TIMER7_CH1_ON/SPI1_MISO/I2S1_ADD_SD/USART2_RTS/TIMER11_CH0/USBHS_DM/EVENTOUT,
76,PB15,gpio,RTC_REFIN/TIMER0_CH2_ON/TIMER7_CH2_ON/SPI1_MOSI/I2S1_SD/TIMER11_CH1/USBHS_DP/EVENTOUT,
77,PD8,gpio,USART2_TX/EXMC_D13/EVENTOUT,
78,PD9,gpio,USART2_RX/EXMC_D14/SPI2_NSS/EVENTOUT,
79,PD10,gpio,USART2_CK/EXMC_D15/TLI_B3/SPI5_SCK/EVENTOUT,
80,PD11,gpio,USART2_CTS/EXMC_A16/EXMC_CLE/EVENTOUT,
81,PD12,gpio,TIMER3_CH0/USART2_RTS/EXMC_A17/EXMC_ALE/TIMER0_CH1/EVENTOUT,
82,PD13,gpio,TIMER3_CH1/EXMC_A18/EVENTOUT,
83,VSS,ground,,
84,VDD,power,,
85,PD14,gpio,TIMER3_CH2/EXMC_D0/TIMER7_CH1/EVENTOUT,
86,PD15,gpio,TIMER3_CH3/EXMC_D1/CTC_SYNC/USART2_RX/EVENTOUT,
87,PG2,gpio,EXMC_A12/EVENTOUT,
88,PG3,gpio,,
89,PG4,gpio,EXMC_A13/EVENTOUT/EXMC_A14/SPI5_NSS,
90,PG5,gpio,EXMC_A15/EVENTOUT,
91,PG6,gpio,EXMC_INT1/DCI_D12/TLI_R7/I2C4_SMBA/EVENTOUT,
92,PG7,gpio,USART5_CK/EXMC_INT2/DCI_D13/TLI_PIXCLK/I2C4_SCL/EVENTOUT,
93,PG8,gpio,SPI5_NSS/USART5_RTS/ETH_PPS_OUT/EXMC_SDCLK/I2C4_SDA/EVENTOUT,
94,VSS,ground,,
95,VDD,power,,
96,PC6,gpio,TIMER2_CH0/TIMER7_CH0/I2S1_MCK/USART5_TX/SDIO_D6/DCI_D0/TLI_HSYNC/TIMER7_CH0_ON/EVENTOUT,
97,PC7,gpio,TIMER2_CH1/TIMER7_CH1/SPI1_SCK/I2S1_CK/I2S2_MCK/USART5_RX/SDIO_D7/DCI_D1/TLI_G6/EVENTOUT,
98,PC8,gpio,TIMER2_CH2/TIMER7_CH2/USART5_CK/SDIO_D0/DCI_D2/EVENTOUT,
99,PC9,gpio,CK_OUT1/TIMER2_CH3/TIMER7_CH3/I2C2_SDA/I2S_CKIN/SDIO_D1/DCI_D3/TIMER0_CH1_ON/EVENTOUT,
100,PA8,gpio,CK_OUT0/TIMER0_CH0/I2C2_SCL/USART0_CK/USBFS_SOF/SDIO_D1/TLI_R6/CTC_SYNC/EVENTOUT,
101,PA9,gpio,TIMER0_CH1/I2C2_SMBA/SPI1_SCK/I2S1_CK/SAI0_SD_1/USART0_TX/SDIO_D2/DCI_D0/EVENTOUT/USBFS_VBUS,
102,PA10,gpio,TIMER0_CH2/SPI4_MOSI/USART0_RX/USBFS_ID/DCI_D1/I2C2_TXFRAME/EVENTOUT,
103,PA11,gpio,TIMER0_CH3/SPI3_MISO/USART0_CTS,
104,PA12,gpio,TIMER0_ETI/SPI4_MISO/USART0_RTS,
105,PA13,gpio,,
106,NC,nc,,
107,VSS,ground,,
108,VDD,power,,
109,PA14,gpio,,
110,PA15,gpio,,
111,PC10,gpio,SPI2_SCK/I2S2_CK/USART2_TX/UART3_TX/SDIO_D2/DCI_D8/TLI_R2/EVENTOUT,
112,PC11,gpio,I2S2_ADD_SD/SPI2_MISO/USART2_RX/UART3_RX/SDIO_D3/DCI_D4/EVENTOUT,
113,PC12,gpio,I2C1_SDA/SPI2_MOSI/I2S2_SD/USART2_CK/UART4_TX/SDIO_CK/DCI_D9/EVENTOUT,
114,PD0,gpio,SPI3_MISO/SPI2_MOSI/I2S2_SD/CAN0_RX/EXMC_D2/EVENTOUT,
115,PD1,gpio,SPI1_NSS/I2S1_WS/CAN0_TX/EXMC_D3/TIMER7_CH3_ON/EVENTOUT,
116,PD2,gpio,TIMER2_ETI/UART4_RX/SDIO_CMD/DCI_D11/EVENTOUT,
117,PD3,gpio,SPI1_SCK/I2S1_CK/USART1_CTS/EXMC_CLK/DCI_D5/TLI_G7/EVENTOUT,
118,PD4,gpio,USART1_RTS/EXMC_NOE/EVENTOUT/I2C3_SCL,
119,PD5,gpio,USART1_TX/EXMC_NWE/EVENTOUT,
120,VSS,ground,,
121,VDD,power,,
122,PD6,gpio,,
123,PD7,gpio,SPI2_MOSI/I2S2_SD/SAI0_SD_0/USART1_RX/EXMC_NWAIT/DCI_D10/TLI_B2/TIMER0_CH2_ON/EVENTOUT/USART1_CK/EXMC_NE0/EXMC_NCE1,
124,PG9,gpio,USART5_RX/EXMC_NE1/EXMC_NCE2/DCI_VSYNC/EVENTOUT,
125,PG10,gpio,SPI5_IO2/TLI_G3/EXMC_NCE3_0/EXMC_NE2/DCI_D2/TLI_B2/EVENTOUT,
126,PG11,gpio,SPI5_IO3/SPI3_SCK/ETH_MII_TX_EN/ETH_RMII_TX_EN/EXMC_NCE3_1/DCI_D3/TLI_B3/EVENTOUT,
127,PG12,gpio,SPI5_MISO/SPI3_MISO/USART5_RTS/TLI_B4/EXMC_NE3/TLI_B1/EVENTOUT,
128,PG13,gpio,SPI5_SCK/SPI3_MOSI/USART5_CTS/ETH_MII_TXD0/ETH_RMII_TXD0/EXMC_A24/EVENTOUT,
129,PG14,gpio,SPI5_MOSI/SPI3_NSS/USART5_TX/ETH_MII_TXD1/ETH_RMII_TXD1/EXMC_A25/I2C4_SCL/EVENTOUT,
130,VSS,ground,,
131,VDD,power,,
132,PG15,gpio,USART5_CTS/EXMC_SDNCAS/DCI_D13/I2C5_SMBA/EVENTOUT,
133,PB3,gpio,,
134,PB4,gpio,,
135,PB5,gpio,TIMER2_CH1/I2C0_SMBA/SPI0_MOSI/SPI2_MOSI/I2S2_SD/CAN1_RX/USBHS_ULPI_D7/ETH_PPS_OUT/EXMC_SDCKE1/DCI_D10/SPI0_NSS/EVENTOUT,
136,PB6,gpio,TIMER3_CH0/I2C0_SCL/SPI5_MOSI/USART0_TX/CAN1_TX/EXMC_SDNE1/DCI_D5/EVENTOUT,
137,PB7,gpio,TIMER3_CH1/I2C0_SDA/USART0_RX/EXMC_NL/EXMC_NADV/DCI_VSYNC/EVENTOUT,
138,BOOT0,boot,,
139,PB8,gpio,TIMER1_CH0/TIMER1_ETI/TIMER3_CH2/TIMER9_CH0/I2C0_SCL/SPI5_NSS/SPI4_MOSI/CAN0_RX/ETH_MII_TXD3/SDIO_D4/DCI_D6/TLI_B6/EVENTOUT,
140,PB9,gpio,TIMER1_CH1/TIMER3_CH3/TIMER10_CH0/I2C0_SDA/SPI1_NSS/I2S1_WS/SAI0_FS_1/CAN0_TX/SDIO_D5/DCI_D7/TLI_B7/EVENTOUT,
141,PE0,gpio,TIMER3_ETI/SPI0_MOSI/UART7_RX/EXMC_NBL0/DCI_D2/EVENTOUT,
142,PE1,gpio,TIMER0_CH1_ON/UART7_TX/EXMC_NBL1/DCI_D3/TIMER7_CH3/EVENTOUT,
143,PDR_ON,power,,
144,VDD,power,,
