PadNumber,PinName,PinType,Alternate,Remap
29,PA5,gpio,TIMER4_ETI/SPI0_NSS/I2S0_WS/SPI2_NSS/I2S2_WS/USART1_CK/SPI5_NSS/I2S5_WS/EXMC_D8/DCI_HSYNC/TLI_VSYNC/EVENTOUT/ADC01_IN18/DAC0_OUT0/TIMER1_CH0/TIMER1_ETI/TIMER7_MCH0/SPI0_SCK/I2S0_CK/SPI5_SCK/I2S5_CK/USBHS0_ULPI_CK/MDIO_A0/EXMC_D9/TLI_R4/ADC01_IN19/DAC0_OUT1,
30,PA6,gpio,TIMER0_BRKIN0/TIMER2_CH0/TIMER7_BRKIN0/SPI0_MISO/OSPIM_P0_IO3/SPI5_MISO/CMP_MUX_OUT0/MDIO_MDC/DCI_PIXCLK/TLI_G2/EVENTOUT/ADC01_IN3,
31,PA7,gpio,TIMER0_MCH0/TIMER2_CH1/TIMER7_MCH0/SPI0_MOSI/I2S0_SD/SPI5_MOSI/I2S5_SD/OSPIM_P0_IO2/ETH0_RMII_CRS_DV/EXMC_SDNWE/TRIGSEL_IN5/TLI_VSYNC/EVENTOUT/ADC01_IN7,
32,PC4,gpio,PMU_DEEPSLEEP/EXMC_A22/HPDF_CKIN2/I2S0_MCK/TIMER41_CH0/RSPDIF_CH2/SDIO1_CKIN/ETH0_RMII_RXD0/EXMC_SDNE0/TLI_R7/EVENTOUT/ADC01_IN4/CMP0_IM7,
33,PC5,gpio,PMU_SLEEP/SAI0_DAT2/HPDF_DATAIN2/TIMER41_MCH0/RSPDIF_CH3/ETH0_RMII_RXD1/EXMC_SDCKE0/CMP0_OUT/TLI_DE/EVENTOUT/ADC01_IN8,
34,PB0,gpio,TIMER0_MCH1/TIMER2_CH2/TIMER7_MCH1/OSPIM_P0_IO1/HPDF_CKOUT/UART3_CTS/TLI_R3/USBHS0_ULPI_D1/MDIO_A1/TRIGSEL_OUT3/TLI_G1/EVENTOUT/ADC01_IN9/CMP0_IP0,
35,PB1,gpio,TIMER0_MCH2/TIMER2_CH3/TIMER7_MCH2/OSPIM_P0_IO0/HPDF_DATAIN1/TLI_R6/USBHS0_ULPI_D2/MDIO_A2/TRIGSEL_OUT4/TLI_G0/EVENTOUT/ADC01_IN5/CMP0_IM6,
36,PB2,gpio,,
37,PE7,gpio,RTC_OUT/SAI0_DAT0/EXMC_D10/HPDF_CKIN1/SAI0_SD0/SPI2_MOSI/I2S2_SD/OSPIM_P0_SCK/EXMC_NCE/MDIO_A3/TIMER22_ETI/EVENTOUT/CMP0_IP1/TIMER0_ETI/HPDF_DATAIN2/UART6_RX/OSPIM_P0_IO4/EXMC_D4/CMP1_IM7,
38,PE8,gpio,TIMER0_MCH0/HPDF_CKIN2/UART6_TX/OSPIM_P0_IO5/EXMC_D5/CMP1_OUT/EVENTOUT,
39,PE9,gpio,TIMER0_CH0/HPDF_CKOUT/SPI3_IO2/UART6_RTS/UART6_DE/OSPIM_P0_IO6/EXMC_D6/EVENTOUT/CMP1_IP0,
40,PE10,gpio,TIMER0_MCH1/HPDF_DATAIN4/SPI3_IO3/UART6_CTS/OSPIM_P0_IO7/EXMC_D7/EVENTOUT/CMP1_IM6,
41,PE11,gpio,TIMER0_CH1/HPDF_CKIN4/SPI3_NSS/SAI1_SD1/OSPIM_P0_CSN/EXMC_D8/TLI_G3/EVENTOUT/CMP1_IP1,
42,PE12,gpio,TIMER0_MCH2/HPDF_DATAIN5/SPI3_SCK/SAI1_SCK1/EXMC_D9/CMP0_OUT/TLI_B4/EVENTOUT,
43,PE13,gpio,TIMER0_CH2/HPDF_CKIN5/SPI3_MISO/SAI1_FS1/EXMC_D10/CMP1_OUT/TLI_DE/EVENTOUT,
44,PE14,gpio,TIMER0_CH3/SPI3_MOSI/SAI1_MCLK1/EXMC_D11/TLI_PIXCLK/EVENTOUT,
45,PE15,gpio,TIMER0_BRKIN0/TLI_HSYNC/EXMC_D12/CMP_MUX_OUT4/TLI_R7/EVENTOUT,
46,PB10,gpio,TIMER1_CH2/I2C1_SCL/SPI1_SCK/I2S1_CK/HPDF_DATAIN7/USART2_TX/OSPIM_P0_CSN/USBHS0_ULPI_D3/TRIGSEL_OUT2/TLI_G4/EVENTOUT,
47,PB11,gpio,TIMER1_CH3/I2C1_SDA/HPDF_CKIN7,
48,VCORE,power,,
49,VSS,ground,,
50,VDD,power,,
51,PB12,gpio,TIMER0_BRKIN0/I2C1_SMBA/SPI1_NSS/I2S1_WS/HPDF_DATAIN1/USART2_CK/CAN1_RX/USBHS0_ULPI_D5/ETH0_RMII_TXD0/OSPIM_P0_IO0/CMP_MUX_OUT2/UART4_RX/EVENTOUT,
52,PB13,gpio,RTC_REFIN/TIMER0_MCH0/OSPIM_P0_IO2/SPI1_SCK/I2S1_CK/HPDF_CKIN1/USART2_CTS/CAN1_TX/USBHS0_ULPI_D6/ETH0_RMII_TXD1/SDIO0_D0/DCI_D2/UART4_TX/EVENTOUT,
53,PB14,gpio,TIMER0_MCH1/TIMER7_MCH1/USART0_TX/SPI1_MISO/HPDF_DATAIN2/USART2_RTS/USART2_DE/UART3_RTS/UART3_DE/SDIO1_D0/EXMC_D10/TRIGSEL_OUT1/TLI_PIXCLK/EVENTOUT,
54,PB15,gpio,RTC_REFIN/TIMER0_MCH2/TIMER7_MCH2/USART0_RX/SPI1_MOSI/I2S1_SD/HPDF_CKIN2/UART3_CTS/SDIO1_D1/EXMC_D11/TRIGSEL_OUT5/TLI_G7/EVENTOUT,
55,PD8,gpio,HPDF_CKIN3/USART2_TX/SAI1_CLK0/RSPDIF_CH1/EXMC_D13/EVENTOUT,
56,PD9,gpio,HPDF_DATAIN3/USART2_RX/SAI1_CLK1/EXMC_D14/EVENTOUT,
57,PD10,gpio,HPDF_CKOUT/USART2_CK/SAI1_DAT1/EXMC_D15/TLI_B3/EVENTOUT,
58,PD11,gpio,TIMER40_CH1/TIMER7_MCH3/I2C3_SMBA/USART2_CTS/SAI1_DAT2/OSPIM_P0_IO0/SAI1_SD0/EXMC_A16/EXMC_CLE/EVENTOUT,
59,PD12,gpio,TIMER41_CH1/TIMER3_CH0/I2C3_SCL/CAN2_RX/EDOUT_A/USART2_RTS/USART2_DE/OSPIM_P0_IO1/SAI1_FS0/EXMC_A17/EXMC_ALE/DCI_D12/EVENTOUT,
60,PD13,gpio,TIMER42_CH1/TIMER3_CH1/I2C3_SDA,
61,PD14,gpio,TIMER43_CH1/TIMER3_CH2/SPI3_IO2/EDOUT_Z/UART7_CTS/EXMC_D0/EVENTOUT,
62,PD15,gpio,TIMER44_CH1/TIMER3_CH3/SPI3_IO3/UART7_RTS/UART7_DE/EXMC_D1/EVENTOUT,
63,PC6,gpio,TIMER0_BRKIN1/TIMER2_CH0/TIMER7_CH0/HPDF_CKIN3/I2S1_MCK/USART5_TX/SDIO0_DAT0DIR/EXMC_NWAIT/SDIO1_D6/SDIO0_D6/DCI_D0/TLI_HSYNC/EVENTOUT,
64,PC7,gpio,TIMER0_CH3/TIMER2_CH1/TIMER7_CH1/HPDF_DATAIN3/I2S2_MCK/USART5_RX/SDIO0_DAT123DIR/EXMC_NE0/SDIO1_D7/SDIO0_D7/DCI_D1/TLI_G6/EVENTOUT,
65,PC8,gpio,TRACED1/TIMER2_CH2/TIMER7_CH2/USART5_CK/UART4_RTS/UART4_DE/EXMC_NE1/EXMC_INT/SDIO0_D0/DCI_D2/EVENTOUT,
66,PC9,gpio,CK_OUT1/TIMER0_MCH3/TIMER2_CH3/TIMER7_CH3/I2C2_SDA/I2S_CKIN/UART4_CTS/OSPIM_P0_IO0/TLI_G3/SDIO0_D1/DCI_D3/TLI_B2/EVENTOUT,
67,PA8,gpio,CK_OUT0/TIMER0_CH0/TIMER7_BRKIN2/I2C2_SCL/USART0_CK/USBHS0_SOF/UART6_RX/CMP_MUX_OUT1/TLI_B3/TLI_R6/EVENTOUT,
68,PA9,gpio,TIMER0_CH1/I2C2_SMBA/SPI1_SCK/I2S1_CK/USART0_TX/TRIGSEL_IN13/DCI_D0/TLI_R5/EVENTOUT/USBHS0_VBUS,
69,PA10,gpio,TIMER0_CH2/USART0_RX/TRIGSEL_IN12/USBHS0_ID/MDIO/TLI_B4/DCI_D1/TLI_B1/EVENTOUT,
70,USBHS0_DM,gpio,,
71,USBHS0_DP,gpio,,
72,PA13,gpio,,
73,VCORE,power,,
74,VSS,ground,,
75,VDD,power,,
76,PA14,gpio,,
77,PA15,gpio,,
78,PC10,gpio,TIMER0_CH3/HPDF_CKIN5/SPI2_SCK/I2S2_CK/USART2_TX/UART3_TX/OSPIM_P0_IO1/TLI_B1/MDIO_A1/SDIO0_D2/DCI_D8/TLI_R2/EVENTOUT,
79,PC11,gpio,TIMER0_ETI/HPDF_DATAIN5/SPI2_MISO/USART2_RX/UART3_RX/OSPIM_P0_CSN/EXMC_NBL2/MDIO_A2/SDIO0_D3/DCI_D4/TLI_B4/EVENTOUT,
80,PC12,gpio,TRACED3/EXMC_D6/TIMER14_CH0/SPI5_SCK/I2S5_CK/SPI2_MOSI/I2S2_SD/USART2_CK/UART4_TX/SDIO0_CK/DCI_D9/TLI_R6/EVENTOUT,
81,PD0,gpio,TIMER7_CH2/HPDF_CKIN6/UART3_RX/CAN0_RX/EXMC_D2/TRIGSEL_IN3/TLI_B1/EVENTOUT,
82,PD1,gpio,HPDF_DATAIN6/UART3_TX/CAN0_TX/EXMC_D3/TRIGSEL_IN6/EVENTOUT,
83,PD2,gpio,TRACED2/EXMC_D7/TIMER2_ETI/TIMER14_BRKIN0/UART4_RX/TLI_B7/SDIO0_CMD/DCI_D11/TLI_B2/EVENTOUT,
84,PD3,gpio,HPDF_CKOUT/SPI1_SCK/I2S1_CK/USART1_CTS/EXMC_CLK/DCI_D5/TLI_G7/EVENTOUT,
85,PD4,gpio,TIMER7_MCH3/USART1_RTS/USART1_DE/OSPIM_P0_IO4/EXMC_NOE/EVENTOUT,
86,PD5,gpio,TIMER7_CH3/USART1_TX/OSPIM_P0_IO5/EXMC_NWE/EVENTOUT,
87,PD6,gpio,SAI1_DAT0/SAI0_DAT0/HPDF_CKIN4/HPDF_DATAIN1/SPI2_MOSI/I2S2_SD/SAI0_SD0/USART1_RX/OSPIM_P0_IO6/SDIO1_CK/EXMC_NWAIT/DCI_D10/TLI_B2/EVENTOUT,
88,PD7,gpio,HPDF_DATAIN4/SPI0_MOSI/I2S0_SD/HPDF_CKIN1/USART1_CK/RSPDIF_CH0/OSPIM_P0_IO7/SDIO1_CMD/EXMC_NE0/EXMC_NCE/EVENTOUT,
89,PB3,gpio,,
90,PB4,gpio,,
91,PB5,gpio,TIMER16_BRKIN0/TIMER2_CH1/TLI_B5/I2C0_SMBA/SPI0_MOSI/I2S0_SD/I2C3_SMBA/SPI2_MOSI/I2S2_SD/SPI5_MOSI/I2S5_SD/CAN1_RX/USBHS0_ULPI_D7/ETH0_PPS_OUT/EXMC_SDCKE1/DCI_D10/UART4_RX/EVENTOUT,
92,PB6,gpio,TIMER15_MCH0/TIMER3_CH0/EXMC_D11/I2C0_SCL/I2C3_SCL/USART0_TX/CAN1_TX/OSPIM_P0_CSN/HPDF_DATAIN5/EXMC_SDNE1/DCI_D5/UART4_TX/EVENTOUT,
93,PB7,gpio,TIMER16_MCH0/TIMER3_CH1/I2C0_SDA/I2C3_SDA/USART0_RX/HPDF_CKIN5/EXMC_NL/EXMC_NADV/DCI_VSYNC/EVENTOUT/LVD_IN,
94,BOOT,boot,,
95,PB8,gpio,TIMER15_CH0/TIMER3_CH2/HPDF_CKIN7/I2C0_SCL/I2C3_SCL/SDIO0_CKIN/UART3_RX,
96,PB9,gpio,TIMER16_CH0/TIMER3_CH3/HPDF_DATAIN7/I2C0_SDA/SPI1_NSS/I2S1_WS/I2C3_SDA/SDIO0_CMDDIR/UART3_TX/CAN0_TX/SDIO1_D5/I2C3_SMBA/SDIO0_D5/DCI_D7/TLI_B7/EVENTOUT,
97,PE0,gpio,TIMER3_ETI/UART7_RX/SAI1_MCLK0/EXMC_NBL0/DCI_D2/TLI_R0/EVENTOUT,
98,PE1,gpio,UART7_TX/EXMC_NBL1/DCI_D3/TLI_R6/EVENTOUT,
99,VSS,ground,,
100,VDD,power,,
