PadNumber,PinName,PinType,Alternate,Remap
1,VBAT,power,,
2,PC13-TAMPER-RTC,gpio,EVENTOUT/RTC_TAMP0/RTC_OUT/RTC_TS/WK/UP1,
3,PC14-OSC32IN,gpio,EVENTOUT/OSC32IN,
4,PC15-OSC32OUT,gpio,EVENTOUT/OSC32OUT,
5,OSCIN,gpio,EVENTOUT/SPI1_NSS/I2S1_WS/PF0,
6,OSCOUT,gpio,EVENTOUT/SPI1_SCK/I2S1_CK/PF1,
7,NRST,reset,,
8,VSS,ground,,
9,VREFP,power,,
10,VDD,power,,
11,PA0-WKUP,gpio,USART1_CTS/TIMER1_CH0/TIMER1_E/TI/CMP0_OUT/EVENTOUT/UART3_TX/WKUP 0/ADC_IN0/RTC_TAMP1/CMP0,
12,PA1,gpio,USART1_RTS/USART1_DE/TIMER1_CH1/I2C0_SMBA/SPI0_SCK/EVENTOUT/UART3_R/X/ADC_IN1/CMP0_IP,
13,PA2,gpio,USART1_TX/TIMER8_CH0/TIMER1_CH2/SPI0_IO2/CMP1_OUT/LPUART_TX/EVENTOU/T/ADC_IN2/CMP1_IM4/RTC_TAMP2/WK/UP2,
14,PA3,gpio,USART1_RX/TIMER8_CH1/TIMER1_CH3/SPI0_IO3/LPUART_RX/EVENTOUT/ADC_IN3/CMP1_IP0,
15,PA4,gpio,,
16,PA5,gpio,SPI0_NSS/USART1_CK/SPI1_NSS/I2S/1_WS/LPTIMER_OUT/EVENTOUT/ADC_IN4/DAC0_OUT0/SPI0_SCK/TIMER1_CH0/TIMER1_ETI/LPTIMER_ETI0/ADC_IN5,
17,PA6,gpio,SPI0_MISO/TIMER2_CH0/LPTIMER_IN0/CMP0_OUT/LPUART_CTS/EVENTOUT/ADC_IN6,
18,PA7,gpio,SPI0_MOSI/TIMER2_CH1/LPTIMER_ETI0/CMP1_OUT/EVENTOUT/ADC_IN7,
19,PB0,gpio,TIMER2_CH2/LPTIMER_OUT/SPI0_NS/S/CMP0_OUT/EVENTOUT/ADC_IN8,
20,PB1,gpio,TIMER2_CH3/LPUART_RTS/LPTIMER_I/N0/EVENTOUT/ADC_IN9,
21,BOOT1-PB2,boot,LPTIMER_OUT/EVENTOUT/RTC_OUT/PB2/WKUP3,
22,PB10,gpio,SPI1_SCK/I2S1_CK/LPUART_TX/I2C1_/SCL/LPUART_RX/TIMER1_CH2/CMP0_OUT/EV/ENTOUT,
23,PB11,gpio,LPUART_RX/I2C1_SDA/LPUART_TX/T/IMER1_CH3/CMP1_OUT/EVENTOUT,
24,PB12,gpio,SPI1_NSS/I2S1_WS/I2C1_SMBA/LPUA/RT_RTS/EVENTOUT,
25,PB13,gpio,CK_OUT/SPI1_SCK/I2S1_CK/LPUART,
26,PB14,gpio,SPI1_MISO/LPUART_RTS/I2C1_SDA/T/IMER11_CH0/EVENTOUT/RTC_OUT,
27,PB15,gpio,SPI1_MOSI/I2S1_SD/TIMER11_CH1/EVENTOUT/RTC_REFIN,
28,PC6,gpio,I2S1_MCK/TIMER2_CH0/EVENTOUT/WKUP4,
29,PC7,gpio,TIMER2_CH1/EVENTOUT,
30,PA8,gpio,USART0_CK/CK_OUT/LPTIMER_OUT/EVENTOUT/CTC_SYNC,
31,PA9,gpio,CK_OUT/USART0_TX/I2C0_SCL/EVEN/TOUT/LPTIMER_IN1,
32,PA10,gpio,USART0_RX/I2C0_SDA/EVENTOUT,
33,PA11,gpio,CMP0_OUT/USART0_CTS/SPI0_MISO/EVENTOUT/USBDM,
34,PA12,gpio,CMP1_OUT/USART0_RTS/USART0_DE/SPI0_MOSI/EVENTOUT/USBDP,
35,PA13,gpio,,
36,PA14,gpio,,
37,PA15,gpio,SPI1_NSS/I2S1_WS/TIMER1_CH0/TIM/ER1_ETI/SPI0_NSS/USART1_RX/EVENTOUT,
38,PC10,gpio,UART3_TX/LPUART_TX/SPI1_SCK/I2S/1_CK/EVENTOUT,
39,PC11,gpio,UART3_RX/LPUART_RX/SPI1_MISO/E/VENTOUT,
40,PC12,gpio,UART4_TX/SPI1_MOSI/I2S1_SD/EVE/NTOUT,
41,PB3,gpio,UART4_TX/SPI1_SCK/I2S1_CK/TIME/R1_CH1/SPI0_SCK/USART0_RTS/USART0_DE/E/VENTOUT/LPTIMER_IN1,
42,PB4,gpio,CMP1_IM6/UART4_RX/SPI1_MISO/TIMER2_CH0/SPI0_MISO/USART0_CTS/EVENTOUT/CMP1_IP1,
43,PB5,gpio,LPTIMER_IN0/I2C0_SMBA/SPI1_MOSI/I2S1_SD/TIMER2_CH1/SPI0_MOSI/USART0_CK/CMP1_OUT/EVENTOU T/CMP1_IP2,
44,PB6,gpio,LPTIMER_ETI0/I2C1_SCL/I2C0_SCL/U/SART0_TX/SPI0_IO2/EVENTOUT/CMP1_IP3,
45,PB7,gpio,I2C1_SDA/I2C0_SDA/USART0_RX/SPI/0_IO3/EVENTOUT/CMP1_IP4,
46,BOOT0-PD3,boot,USART1_CTS/SPI1_MISO/I2S1_MCK/PD3,
47,PB8,gpio,I2C1_SCL/I2C0_SCL/CMP0_OUT/EVE/NTOUT,
48,PB9,gpio,I2C1_SDA/SPI1_NSS/I2S1_WS/I2C0_S/DA/CMP1_OUT/EVENTOUT,
